name,degree,year
George Miller,3,1992
Jeanne Eagels,3,1992
Gillo Pontecorvo,3,1992
Colette Marchand,3,1992
Norma Aleandro,3,1992
Christoph Waltz,3,1992
Haing S. Ngor,3,1992
Melissa Leo,3,1992
Imelda Staunton,3,1992
Don Cheadle,3,1992
Felicity Huffman,3,1992
Reese Witherspoon,3,1992
Queen Latifah,3,1992
Laura Linney,3,1992
Maggie Gyllenhaal,3,1992
Ted Wilde,2,1992
Miliza Korjus,2,1992
Albert Basserman,2,1992
Robert Stevenson,2,1992
Brandon De Wilde,2,1992
Grayson Hall,2,1992
Peter Jackson,2,1992
Anthony Minghella,2,1992
Antonio Banderas,2,1992
Bryan Cranston,2,1992
Sandra Bullock,2,1992
Richard Linklater,2,1992
Gus Van Sant,2,1992
Javier Bardem,2,1992
Jake Gyllenhaal,2,1992
David Fincher,2,1992
M. Night Shyamalan,2,1992
Ralph Fiennes,2,1992
Scarlett Johansson,2,1992
Edward Norton,1,1992
Anne Shirley,1,1992
Akira Kurosawa,1,1992
Jacki Weaver,1,1992
Dame Edith Evans,1,1992
Geoffrey Rush,1,1992
Josh Brolin,1,1992
Mira Sorvino,1,1992
Anna Paquin,1,1992
Tilda Swinton,1,1992
Billy Bob Thornton,1,1992
Quinn Cummings,1,1992
Allison Janney,1,1992
Jude Law,1,1992
Catherine Zeta-Jones,1,1992
Naomi Watts,1,1992
Mark Rylance,1,1992
Leonardo DiCaprio,1,1992
Hilary Swank,1,1992
Penélope Cruz,1,1992
Sidney Franklin,0,1992
Nick Adams,0,1992
Robert Montgomery,0,1992
Ida Kamińska,0,1992
Michael Anderson,0,1992
Ben Johnson,0,1992
Edouard Molinaro,0,1992
Hiroshi Teshigahara,0,1992
Krzysztof Kieślowski,0,1992
Fernanda Montenegro,0,1992
Scott Hicks,0,1992
Chris Noonan,0,1992
Jane Campion,0,1992
Ken Watanabe,0,1992
Michael Shannon,0,1992
Tom Wilkinson,0,1992
Guillermo del Toro,0,1992
George Clooney,0,1992
Atom Egoyan,0,1992
Jason Reitman,0,1992
Paul Thomas Anderson,0,1992
Demián Bichir,0,1992
Michael Haneke,0,1992
Paul Greengrass,0,1992
Russell Crowe,0,1992
Dev Patel,0,1992
Ang Lee,0,1992
Spike Jonze,0,1992
Steve Carell,0,1992
Heath Ledger,0,1992
Sophie Okonedo,0,1992
Clive Owen,0,1992
Paul Giamatti,0,1992
Djimon Hounsou,0,1992
Will Smith,0,1992
John Wayne,180,1993
Gary Cooper,175,1993
Henry Fonda,171,1993
Clark Gable,158,1993
Burgess Meredith,157,1993
Kirk Douglas,156,1993
William Holden,155,1993
Burt Lancaster,153,1993
Robert Mitchum,152,1993
Walter Brennan,150,1993
James Stewart,150,1993
Anthony Quinn,150,1993
Akim Tamiroff,146,1993
Cary Grant,145,1993
Spencer Tracy,143,1993
David Niven,140,1993
James Mason,140,1993
Shelley Winters,140,1993
Eddie Albert,137,1993
Paul Newman,137,1993
Fredric March,134,1993
William Demarest,133,1993
Frank Morgan,132,1993
Jane Darwell,131,1993
Mary Astor,131,1993
Gene Lockhart,131,1993
Humphrey Bogart,131,1993
Cecil Kellaway,130,1993
Gregory Peck,130,1993
Walter Pidgeon,129,1993
Adolphe Menjou,128,1993
Lewis Stone,127,1993
Martin Balsam,127,1993
Orson Welles,126,1993
Charles Laughton,125,1993
Donald Crisp,123,1993
Charles Coburn,123,1993
Frank Sinatra,123,1993
Ernest Borgnine,122,1993
Ray Milland,121,1993
Bette Davis,121,1993
Joan Crawford,120,1993
Gene Hackman,120,1993
John Huston,119,1993
Laurence Olivier,119,1993
Lee J. Cobb,119,1993
J. Carrol Naish,118,1993
Mickey Rooney,118,1993
Spring Byington,116,1993
George Sanders,116,1993
Lana Turner,116,1993
Lionel Barrymore,115,1993
Louis Calhern,115,1993
Barbara Stanwyck,115,1993
Walter Huston,114,1993
Ralph Bellamy,114,1993
James Gleason,113,1993
Stuart Erwin,112,1993
Debbie Reynolds,112,1993
Charles Bickford,111,1993
Jack Warden,111,1993
José Ferrer,110,1993
Tony Curtis,110,1993
Mervyn LeRoy,109,1993
Bing Crosby,109,1993
Agnes Moorehead,108,1993
Victor McLaglen,107,1993
Olivia de Havilland,107,1993
Donna Reed,107,1993
Trevor Howard,107,1993
Michael Caine,107,1993
Robert Duvall,107,1993
Ned Beatty,106,1993
John Gielgud,105,1993
Beulah Bondi,105,1993
Ava Gardner,105,1993
Richard Widmark,105,1993
Melvyn Douglas,104,1993
Jason Robards,104,1993
Stuart Whitman,104,1993
Charles Boyer,103,1993
George Cukor,103,1993
Jane Wyman,103,1993
Karl Malden,103,1993
Elizabeth Taylor,102,1993
Dean Jagger,102,1993
Van Heflin,102,1993
Broderick Crawford,102,1993
Denholm Elliott,102,1993
Charlton Heston,102,1993
Shirley MacLaine,102,1993
Michael Curtiz,101,1993
Cecil B. DeMille,101,1993
Sam Jaffe,101,1993
Loretta Young,100,1993
Robert Morley,100,1993
John Ford,99,1993
Robert Ryan,99,1993
Rod Steiger,99,1993
Edmund Gwenn,97,1993
Lew Ayres,97,1993
Joan Fontaine,97,1993
Dean Stockwell,97,1993
Dennis Hopper,97,1993
Raymond Massey,96,1993
Joan Blondell,95,1993
Jack Lemmon,95,1993
Robert Redford,95,1993
William Powell,94,1993
Ginger Rogers,94,1993
Franchot Tone,94,1993
Marjorie Main,94,1993
Faye Dunaway,94,1993
Natalie Wood,93,1993
Richard Burton,93,1993
Otto Preminger,92,1993
Jack Nicholson,92,1993
Irene Dunne,91,1993
Katharine Hepburn,91,1993
Henry Travers,91,1993
Chill Wills,91,1993
Alexander Knox,91,1993
Edmond O'Brien,91,1993
Walter Matthau,91,1993
James Cagney,90,1993
Carole Lombard,89,1993
Henry Hathaway,89,1993
Marlon Brando,89,1993
George Stevens,88,1993
Charles Durning,88,1993
Billie Burke,87,1993
Elsa Lanchester,87,1993
Sean Connery,87,1993
Anne Baxter,86,1993
Angela Lansbury,86,1993
William Dieterle,85,1993
Jackie Cooper,85,1993
Jeanne Crain,85,1993
James Coburn,85,1993
George Kennedy,85,1993
Robert De Niro,85,1993
Claude Rains,84,1993
Roland Young,84,1993
Claire Trevor,84,1993
Rosalind Russell,84,1993
Paul Lukas,83,1993
Jack Oakie,83,1993
Peter Ustinov,83,1993
Jean Simmons,83,1993
Gladys Cooper,82,1993
Sidney Lumet,82,1993
Janet Leigh,82,1993
Norma Shearer,81,1993
Eleanor Parker,81,1993
Una Merkel,80,1993
William Wyler,80,1993
Eve Arden,80,1993
Anne Revere,80,1993
Ingrid Bergman,80,1993
Susan Hayward,80,1993
Richard Attenborough,80,1993
Gene Kelly,80,1993
Max von Sydow,80,1993
Lee Grant,80,1993
Dustin Hoffman,80,1993
Brian Donlevy,79,1993
Ralph Richardson,79,1993
Ellen Corby,79,1993
Anne Bancroft,79,1993
Robert Z. Leonard,78,1993
Gene Tierney,78,1993
Tom Tully,78,1993
Richard Harris,78,1993
George Segal,78,1993
King Vidor,77,1993
William A. Wellman,77,1993
Arthur O'Connell,77,1993
Gig Young,77,1993
Lauren Bacall,77,1993
Thelma Ritter,77,1993
Ed Begley,77,1993
Anthony Perkins,77,1993
Clarence Brown,76,1993
Hattie McDaniel,76,1993
Deborah Kerr,76,1993
Alec Guinness,76,1993
Lee Marvin,76,1993
Frank Borzage,75,1993
H. B. Warner,75,1993
Sara Allgood,75,1993
Merle Oberon,75,1993
John Mills,75,1993
Glynis Johns,75,1993
James Whitmore,75,1993
Peter Falk,75,1993
John Hurt,75,1993
Ethel Barrymore,74,1993
Wallace Beery,74,1993
Dan Dailey,74,1993
Ann-Margret,74,1993
Telly Savalas,74,1993
Basil Rathbone,73,1993
Alfred Hitchcock,73,1993
Claudette Colbert,73,1993
John Sturges,73,1993
Rock Hudson,73,1993
Maggie Smith,73,1993
Christopher Plummer,73,1993
George C. Scott,73,1993
Bruce Dern,73,1993
James Caan,73,1993
Hope Lange,72,1993
Robert Stack,71,1993
Yul Brynner,71,1993
Ian Bannen,71,1993
Elliott Gould,71,1993
Susannah York,71,1993
Richard Barthelmess,70,1993
Lucile Watson,70,1993
Bonita Granville,70,1993
Leo Genn,70,1993
Hume Cronyn,70,1993
Vanessa Redgrave,70,1993
James Earl Jones,70,1993
Ian Holm,70,1993
Sam Wood,69,1993
Marjorie Rambeau,69,1993
Mischa Auer,69,1993
Thomas Gomez,69,1993
Vincente Minnelli,69,1993
Sophia Loren,69,1993
Martin Ritt,69,1993
Aline MacMahon,68,1993
Michael Redgrave,68,1993
Hugh Griffith,68,1993
Richard Jaeckel,68,1993
May Robson,67,1993
Norman Taurog,67,1993
Marlene Dietrich,67,1993
Henry Koster,67,1993
Margaret Sullavan,67,1993
Judith Anderson,67,1993
Geraldine Fitzgerald,67,1993
Edward Dmytryk,67,1993
Peter Finch,67,1993
Greer Garson,67,1993
Nina Foch,67,1993
Martha Hyer,67,1993
Jack Palance,67,1993
Harvey Keitel,67,1993
Warner Baxter,66,1993
William Gargan,66,1993
Don Ameche,66,1993
Ruth Hussey,66,1993
Robert Wise,66,1993
Jane Fonda,66,1993
Alan Arkin,66,1993
Ann Sothern,65,1993
Fay Bainter,65,1993
Audrey Hepburn,65,1993
Jeff Bridges,65,1993
Omar Sharif,65,1993
Maurice Chevalier,64,1993
Rex Harrison,64,1993
Fred Zinnemann,64,1993
Jessica Tandy,64,1993
George Seaton,64,1993
Laurence Harvey,64,1993
Burt Reynolds,64,1993
Bessie Love,63,1993
Joseph Schildkraut,63,1993
Sylvia Sidney,63,1993
Elia Kazan,63,1993
Carroll Baker,63,1993
James Garner,63,1993
Carol Kane,63,1993
Robert Vaughn,62,1993
Greta Garbo,62,1993
Howard Hawks,62,1993
Fred Astaire,62,1993
William Bendix,62,1993
Cloris Leachman,62,1993
Geraldine Page,62,1993
Joanne Woodward,62,1993
Seymour Cassel,62,1993
Diane Keaton,62,1993
Brian Aherne,61,1993
Mildred Dunnock,61,1993
Carolyn Jones,61,1993
Peter O'Toole,61,1993
Rip Torn,61,1993
Sydney Pollack,61,1993
Meryl Streep,61,1993
Victor Fleming,60,1993
Gale Sondergaard,60,1993
Dorothy McGuire,60,1993
Clint Eastwood,60,1993
Buck Henry,60,1993
Woody Allen,60,1993
Burt Young,60,1993
Stanley Holloway,59,1993
Anatole Litvak,59,1993
Cornel Wilde,59,1993
Richard Brooks,59,1993
Gladys George,58,1993
Edna May Oliver,58,1993
Ed Wynn,58,1993
Judy Garland,58,1993
Jean Negulesco,58,1993
Wendy Hiller,58,1993
Jennifer Jones,58,1993
Art Carney,58,1993
Anthony Quayle,58,1993
Russ Tamblyn,58,1993
Peter Sellers,58,1993
Paulette Goddard,57,1993
Red Buttons,57,1993
Martin Landau,57,1993
Alan Bates,57,1993
Marie Dressler,56,1993
Barry Fitzgerald,56,1993
Frank Finlay,56,1993
Teri Garr,56,1993
Hal Holbrook,56,1993
Al Pacino,56,1993
John Garfield,55,1993
Arthur Hunnicutt,55,1993
Cliff Robertson,55,1993
Lee Remick,55,1993
Anthony Hopkins,55,1993
Sidney Poitier,54,1993
Maureen Stapleton,54,1993
Ronald Colman,53,1993
Herbert Ross,53,1993
Flora Robson,53,1993
Dan O'Herlihy,53,1993
Martin Scorsese,53,1993
Katharine Ross,53,1993
Christopher Walken,53,1993
Danny Aiello,53,1993
Walter Lang,52,1993
Joseph L. Mankiewicz,52,1993
Miriam Hopkins,52,1993
Mildred Natwick,52,1993
Patricia Neal,52,1993
Maximilian Schell,52,1993
Vincent Gardenia,52,1993
Warren Beatty,52,1993
Karen Black,52,1993
Sam Waterston,52,1993
Barbara Hershey,52,1993
Helen Hayes,51,1993
John Farrow,51,1993
Jack Gilford,51,1993
Burl Ives,51,1993
Jack Kruschen,51,1993
Francis Ford Coppola,51,1993
Harrison Ford,51,1993
Sylvester Stallone,51,1993
Richard Dreyfuss,51,1993
Tom Berenger,51,1993
Ernst Lubitsch,50,1993
Vittorio De Sica,50,1993
Lewis Milestone,50,1993
Ann Harding,50,1993
Martha Scott,50,1993
Teresa Wright,50,1993
Kim Hunter,50,1993
Dorothy Malone,50,1993
Jack Albertson,50,1993
Theodore Bikel,50,1993
Sal Mineo,50,1993
John Cassavetes,50,1993
Susan Sarandon,50,1993
Madeline Kahn,50,1993
Mary Pickford,49,1993
Lillian Gish,49,1993
Jean Arthur,49,1993
Charles Walters,49,1993
Richard Todd,49,1993
Delbert Mann,49,1993
Robert Loggia,49,1993
Terence Stamp,49,1993
Bob Hoskins,49,1993
John Lithgow,49,1993
Frank Lloyd,48,1993
Gloria Grahame,48,1993
Ann Blyth,48,1993
Montgomery Clift,48,1993
J. Lee Thompson,48,1993
Michael J. Pollard,48,1993
Sally Kirkland,48,1993
Randy Quaid,48,1993
Dan Aykroyd,48,1993
Michelle Pfeiffer,48,1993
Alice Brady,47,1993
Chester Morris,47,1993
Paul Muni,47,1993
Doris Day,47,1993
Juanita Moore,47,1993
Arthur Hiller,47,1993
Sally Kellerman,47,1993
Steven Spielberg,47,1993
Ellen Burstyn,47,1993
Diane Ladd,47,1993
Jonathan Pryce,47,1993
Charles Chaplin,46,1993
Frank Capra,46,1993
Monty Woolley,46,1993
Margaret Leighton,46,1993
Rita Moreno,46,1993
Eva Marie Saint,46,1993
Candice Bergen,46,1993
Eileen Brennan,46,1993
James Woods,46,1993
Frederic Forrest,46,1993
Liam Neeson,46,1993
John Marley,45,1993
Brad Dourif,45,1993
Mickey Rourke,45,1993
Samuel L. Jackson,45,1993
Glenn Close,45,1993
Billy Wilder,44,1993
John Houseman,44,1993
Marcello Mastroianni,44,1993
Ruth Gordon,44,1993
Jan Sterling,44,1993
Albert Finney,44,1993
Julie Christie,44,1993
Jodie Foster,44,1993
Ben Kingsley,44,1993
Ed Harris,44,1993
Irving Cummings,43,1993
Robert Siodmak,43,1993
Gloria Stuart,43,1993
Kathy Bates,43,1993
Nick Nolte,43,1993
F. Murray Abraham,43,1993
David Strathairn,43,1993
Robin Williams,42,1993
Julie Andrews,42,1993
Tuesday Weld,42,1993
Robert Altman,42,1993
Joe Pesci,42,1993
Louise Fletcher,42,1993
James Coco,42,1993
Robert Downey Jr.,42,1993
Nicolas Cage,42,1993
Alec Baldwin,42,1993
Betty Compson,41,1993
Ethel Waters,41,1993
Vivien Leigh,41,1993
Cara Williams,41,1993
Celeste Holm,41,1993
Leslie Caron,41,1993
Dyan Cannon,41,1993
Morgan Freeman,41,1993
Stockard Channing,41,1993
Elizabeth McGovern,41,1993
W. S. Van Dyke,40,1993
Clifton Webb,40,1993
Barbara O'Neil,40,1993
Valentina Cortese,40,1993
Jackie Gleason,40,1993
Nancy Olson,40,1993
Anthony Franciosa,40,1993
Robert Mulligan,40,1993
Stanley Kramer,40,1993
Shirley Knight,40,1993
Norman Jewison,40,1993
Mike Nichols,40,1993
Bruce Davison,40,1993
Daniel Day-Lewis,40,1993
Sally Field,40,1993
Kevin Kline,40,1993
Mercedes McCambridge,39,1993
Steve McQueen,39,1993
Michael Douglas,39,1993
Anne Archer,39,1993
Melanie Griffith,39,1993
Mary Steenburgen,39,1993
Tim Robbins,39,1993
Dame May Whitty,38,1993
Janet Gaynor,38,1993
Hermione Baddeley,38,1993
Carol Reed,38,1993
Piper Laurie,38,1993
Shirley Jones,38,1993
Roy Scheider,38,1993
Jon Voight,38,1993
Jane Alexander,38,1993
Tommy Lee Jones,38,1993
Tom Cruise,38,1993
Arthur Kennedy,37,1993
Alexander Hall,37,1993
John Schlesinger,37,1993
Sandy Dennis,37,1993
Sylvia Miles,37,1993
Michael V. Gazzo,37,1993
Diane Lane,37,1993
William Hurt,37,1993
Kevin Costner,37,1993
Whoopi Goldberg,37,1993
Gary Oldman,37,1993
Margaret Wycherly,36,1993
Jules Dassin,36,1993
Richard Farnsworth,36,1993
George Roy Hill,36,1993
Eileen Heckart,36,1993
Mark Rydell,36,1993
Goldie Hawn,36,1993
Sissy Spacek,36,1993
Jessica Lange,36,1993
Joan Cusack,36,1993
George Burns,35,1993
Sydney Greenstreet,35,1993
Beatrice Straight,35,1993
Bobby Darin,35,1993
Glenda Jackson,35,1993
Anjelica Huston,35,1993
Erich von Stroheim,34,1993
Simone Signoret,34,1993
Alan Alda,34,1993
Peter Fonda,34,1993
Talia Shire,34,1993
Jill Clayburgh,34,1993
Olympia Dukakis,34,1993
Valerie Perrine,34,1993
Willem Dafoe,34,1993
Wesley Ruggles,33,1993
Gregory La Cava,33,1993
Maria Ouspenskaya,33,1993
Liza Minnelli,33,1993
Anouk Aimée,33,1993
Gene Wilder,33,1993
Alan J. Pakula,33,1993
Susan Tyrrell,33,1993
Melinda Dillon,33,1993
Sam Shepard,33,1993
Jim Broadbent,33,1993
Sean Penn,33,1993
Winona Ryder,33,1993
Robert Donat,32,1993
Peggy Ashcroft,32,1993
Lila Kedrova,32,1993
Eric Roberts,32,1993
Tony Richardson,32,1993
Gena Rowlands,32,1993
Geneviève Bujold,32,1993
Oliver Stone,32,1993
Candy Clark,32,1993
Kathleen Turner,32,1993
Jennifer Jason Leigh,32,1993
John Malkovich,32,1993
Leo McCarey,31,1993
Dorothy Dandridge,31,1993
James Stephenson,31,1993
David Lean,31,1993
Kay Medford,31,1993
Katy Jurado,31,1993
Tom Courtenay,31,1993
Barbra Streisand,31,1993
Laurence Fishburne,31,1993
Denzel Washington,31,1993
River Phoenix,31,1993
Richard Dix,30,1993
Oskar Werner,30,1993
Betsy Blair,30,1993
Ruby Dee,30,1993
Ron Howard,30,1993
Charlotte Rampling,30,1993
Paul Winfield,30,1993
Gary Busey,30,1993
Laura Dern,30,1993
Debra Winger,30,1993
Barry Levinson,30,1993
Sigourney Weaver,30,1993
Jeremy Irons,30,1993
Holly Hunter,30,1993
Stanley Tucci,30,1993
Mercedes Ruehl,30,1993
Kevin Spacey,30,1993
Louise Dresser,29,1993
Bill Murray,29,1993
Barbara Bel Geddes,29,1993
Hope Emerson,29,1993
Marisa Pavan,29,1993
Paul Scofield,29,1993
Joan Plowright,29,1993
Beah Richards,29,1993
Dudley Moore,29,1993
Samantha Eggar,29,1993
Lynn Redgrave,29,1993
Peter Bogdanovich,29,1993
Mel Gibson,29,1993
Michael Keaton,29,1993
Matt Dillon,29,1993
Dianne Wiest,29,1993
Forest Whitaker,29,1993
Joshua Logan,28,1993
Ron Moody,28,1993
Sarah Miles,28,1993
Arthur Penn,28,1993
Peter Yates,28,1993
Ken Russell,28,1993
Robert Forster,28,1993
Diana Scarwid,28,1993
Linda Hunt,28,1993
Gloria Swanson,27,1993
Victor Schertzinger,27,1993
Ruth Chatterton,27,1993
Margaret Rutherford,27,1993
Frank Perry,27,1993
Jo Van Fleet,27,1993
Armin Mueller-Stahl,27,1993
Liv Ullmann,27,1993
Giancarlo Giannini,27,1993
Kathleen Quinlan,27,1993
Jonathan Demme,27,1993
Lily Tomlin,27,1993
Kim Basinger,27,1993
Mary Elizabeth Mastrantonio,27,1993
Harry Beaumont,26,1993
Grace Kelly,26,1993
Melina Mercouri,26,1993
James Ivory,26,1993
Estelle Parsons,26,1993
John G. Avildsen,26,1993
Janet Suzman,26,1993
Pete Postlethwaite,26,1993
Tom Hanks,26,1993
Tess Harper,26,1993
Lee Strasberg,25,1993
Jean Hagen,25,1993
Diane Cilento,25,1993
George Chakiris,25,1993
Joe Mantell,25,1993
Franklin J. Schaffner,25,1993
Timothy Hutton,25,1993
Lesley Ann Warren,25,1993
Cher,25,1993
Albert Brooks,25,1993
Lindsay Crouse,25,1993
Amy Irving,25,1993
Juliette Lewis,25,1993
Patricia Collinge,24,1993
James Dean,24,1993
Roman Polanski,24,1993
Patty Duke,24,1993
Helen Mirren,24,1993
Penelope Milford,24,1993
Peter Firth,24,1993
Chris Sarandon,24,1993
Geena Davis,24,1993
Frances McDormand,24,1993
Oscar Homolka,23,1993
Judi Dench,23,1993
John Boorman,23,1993
David Lynch,23,1993
Sam Elliott,23,1993
Hal Ashby,23,1993
Stephen Frears,23,1993
Marsha Mason,23,1993
Nigel Hawthorne,23,1993
Kate Nelligan,23,1993
Alfre Woodard,23,1993
Julia Roberts,23,1993
John C. Reilly,23,1993
Michel Hazanavicius,23,1993
Sessue Hayakawa,22,1993
Peggy Wood,22,1993
Nancy Kelly,22,1993
Nancy Carroll,22,1993
Lee Tracy,22,1993
Diahann Carroll,22,1993
Catherine Deneuve,22,1993
Joan Hackett,22,1993
Brenda Vaccaro,22,1993
Ryan O'Neal,22,1993
Frank Langella,22,1993
Ronee Blakley,22,1993
Sharon Stone,22,1993
Meg Tilly,22,1993
Lorraine Bracco,22,1993
Uma Thurman,22,1993
William Wellman,21,1993
Diana Wynyard,21,1993
Robert Rossen,21,1993
Lilia Skala,21,1993
Diane Varsi,21,1993
Victor Buono,21,1993
Judd Hirsch,21,1993
Cathy Moriarty,21,1993
Laurie Metcalf,21,1993
Helena Bonham Carter,21,1993
Richard E. Grant,21,1993
Julianne Moore,21,1993
Franco Zeffirelli,20,1993
Joel Grey,20,1993
William Friedkin,20,1993
John Travolta,20,1993
Christine Lahti,20,1993
Virginia Madsen,20,1993
Alfred Lunt,19,1993
Anna Magnani,19,1993
Peter Glenville,19,1993
Anthony Harvey,19,1993
John Dall,19,1993
Louis Malle,19,1993
Cicely Tyson,19,1993
Ian McKellen,19,1993
Mariel Hemingway,19,1993
James Cromwell,19,1993
Jennifer Tilly,19,1993
Miranda Richardson,19,1993
Annette Bening,19,1993
Herbert Brenon,18,1993
Helen Hunt,18,1993
Jack Clayton,18,1993
Katina Paxinou,18,1993
Stanley Kubrick,18,1993
Bob Fosse,18,1993
Gérard Depardieu,18,1993
Ridley Scott,18,1993
Johnny Depp,18,1993
Brad Pitt,18,1993
Emma Thompson,18,1993
Lynn Fontanne,17,1993
Leslie Howard,17,1993
Larry Parks,17,1993
Susan Peters,17,1993
Joan Lorring,17,1993
Charles Crichton,17,1993
Federico Fellini,17,1993
Elizabeth Hartman,17,1993
Vivien Merchant,17,1993
Sondra Locke,17,1993
Carrie Snodgress,17,1993
Edward James Olmos,17,1993
Judy Davis,17,1993
Amy Madigan,17,1993
William H. Macy,17,1993
Richard Jenkins,17,1993
Joan Allen,17,1993
Angela Bassett,17,1993
Jack Cardiff,16,1993
Jean Renoir,16,1993
Robert Benton,16,1993
Kim Stanley,16,1993
Peter Weir,16,1993
Bette Midler,16,1993
Jackie Earle Haley,16,1993
Adrian Lyne,16,1993
Michael O'Keefe,16,1993
David Paymer,16,1993
Sofia Coppola,16,1993
Elisabeth Shue,16,1993
Mary McDonnell,16,1993
Andrea Leeds,15,1993
Jeff Chandler,15,1993
"Louis Gossett, Jr.",15,1993
Costa-Gavras,15,1993
Lynn Carlin,15,1993
Chief Dan George,15,1993
Anne Ramsey,15,1993
Klaus Maria Brandauer,15,1993
Alan Parker,15,1993
Neil Jordan,15,1993
Marisa Tomei,15,1993
Catherine Keener,15,1993
Kenneth Branagh,15,1993
Luise Rainer,14,1993
Maggie McNamara,14,1993
Rosemary Harris,14,1993
Susan Kohner,14,1993
Mary Tyler Moore,14,1993
Linda Blair,14,1993
Martin Brest,14,1993
Tom Conti,14,1993
Roberto Benigni,14,1993
Tom Hulce,14,1993
Woody Harrelson,14,1993
Lena Olin,14,1993
Eddie Murphy,14,1993
Tim Roth,14,1993
Antonio Banderas,14,1993
Nicole Kidman,14,1993
Spike Lee,14,1993
Andy Garcia,14,1993
Christian Bale,14,1993
Patricia Arquette,14,1993
June Squibb,14,1993
Celia Johnson,13,1993
Michael Cacoyannis,13,1993
François Truffaut,13,1993
Claude Lelouch,13,1993
Leonard Frey,13,1993
Jeannie Berlin,13,1993
Isabelle Adjani,13,1993
Bruce Beresford,13,1993
Mare Winningham,13,1993
Viggo Mortensen,13,1993
Ethan Hawke,13,1993
Rosie Perez,13,1993
Corinne Griffith,12,1993
Joyce Redman,12,1993
Isabelle Huppert,12,1993
Margaret Avery,12,1993
Michael Cimino,12,1993
Jennifer Connelly,12,1993
Laura Linney,12,1993
Emil Jannings,11,1993
George Arliss,11,1993
Judy Holliday,11,1993
Barbara Barrie,11,1993
Tatum O'Neal,11,1993
Juliette Binoche,11,1993
Billy Bob Thornton,11,1993
Sandra Bullock,11,1993
Gwyneth Paltrow,11,1993
Elisabeth Bergner,10,1993
Michael Chekhov,10,1993
Josephine Hull,10,1993
Eva Le Gallienne,10,1993
Carol Channing,10,1993
Patty McCormack,10,1993
Bernardo Bertolucci,10,1993
Catherine Burns,10,1993
Marie-Christine Barrault,10,1993
Robert Zemeckis,10,1993
Taylor Hackford,10,1993
Brenda Fricker,10,1993
Julie Walters,10,1993
Oprah Winfrey,10,1993
Patricia Clarkson,10,1993
Halle Berry,10,1993
George Bancroft,9,1993
Michael Mann,9,1993
Miyoshi Umeki,9,1993
Rupert Crosse,9,1993
George Lucas,9,1993
Lasse Hallström,9,1993
Mikhail Baryshnikov,9,1993
Justin Henry,9,1993
Adolph Caesar,9,1993
Haing S. Ngor,9,1993
Roland Joffé,9,1993
Chazz Palminteri,9,1993
Grace Moore,8,1993
Lotte Lenya,8,1993
Peggy Lee,8,1993
Michelangelo Antonioni,8,1993
Shirley Booth,8,1993
Mary Ure,8,1993
Richard Castellano,8,1993
Stephen Rea,8,1993
James L. Brooks,8,1993
Colin Firth,8,1993
Chris Cooper,8,1993
Matt Damon,8,1993
Gus Van Sant,8,1993
Adrien Brody,8,1993
Leonardo DiCaprio,8,1993
Pietro Germi,7,1993
Ingmar Bergman,7,1993
Mary Badham,7,1993
Barbet Schroeder,7,1993
Michael Radford,7,1993
Jack Wild,7,1993
Ali MacGraw,7,1993
Leslie Browne,7,1993
Francis Coppola,7,1993
Steven Soderbergh,7,1993
Gary Sinise,7,1993
Jim Sheridan,7,1993
Cuba Gooding Jr.,7,1993
Philip Seymour Hoffman,7,1993
Lawrence Tibbett,6,1993
Emmanuelle Riva,6,1993
Pauline Collins,6,1993
Mike Leigh,6,1993
Lesley Manville,6,1993
Hugh Hudson,6,1993
Kristin Scott Thomas,6,1993
Mike Figgis,6,1993
Marcia Gay Harden,6,1993
John Singleton,6,1993
Queen Latifah,6,1993
Harold Russell,5,1993
Peggy Cass,5,1993
Jerome Robbins,5,1993
Lina Wertmüller,5,1993
Jan Troell,5,1993
Brenda Blethyn,5,1993
Massimo Troisi,5,1993
Melissa Leo,5,1993
Imelda Staunton,5,1993
Jaye Davidson,5,1993
Ralph Fiennes,5,1993
Robert Shaw,4,1993
Terrence Malick,4,1993
Diana Ross,4,1993
Curtis Hanson,4,1993
Wolfgang Petersen,4,1993
Anthony Minghella,4,1993
James Cameron,4,1993
Pedro Almodóvar,4,1993
Kathryn Bigelow,4,1993
Joel Coen,4,1993
Marlee Matlin,4,1993
Anna Paquin,4,1993
Dexter Gordon,4,1993
Don Cheadle,4,1993
Quentin Tarantino,4,1993
Richard Linklater,4,1993
Sam Rockwell,4,1993
Regina King,4,1993
Reese Witherspoon,4,1993
Janet McTeer,4,1993
Jamie Foxx,4,1993
Thomas Haden Church,4,1993
George Miller,3,1993
Jeanne Eagels,3,1993
Gillo Pontecorvo,3,1993
Colette Marchand,3,1993
Norma Aleandro,3,1993
Christoph Waltz,3,1993
Jane Campion,3,1993
Felicity Huffman,3,1993
Jake Gyllenhaal,3,1993
Will Smith,3,1993
Maggie Gyllenhaal,3,1993
Matthew McConaughey,3,1993
Renée Zellweger,3,1993
Ted Wilde,2,1993
Miliza Korjus,2,1993
Albert Basserman,2,1993
Robert Stevenson,2,1993
Brandon De Wilde,2,1993
Grayson Hall,2,1993
Krzysztof Kieślowski,2,1993
Peter Jackson,2,1993
Bryan Cranston,2,1993
Atom Egoyan,2,1993
Javier Bardem,2,1993
Catherine Zeta-Jones,2,1993
Naomi Watts,2,1993
David Fincher,2,1993
