source,target,year
Hope Lange,Olympia Dukakis,1974
Vincent Gardenia,Olympia Dukakis,1974
John Marley,Lynn Carlin,1974
Judi Dench,Hugh Griffith,1974
Barbra Streisand,Estelle Parsons,1974
Barbra Streisand,Peter Yates,1974
Estelle Parsons,Peter Yates,1974
Cloris Leachman,Mildred Natwick,1974
Cloris Leachman,Eileen Brennan,1974
Cloris Leachman,Peter Bogdanovich,1974
Mildred Natwick,Eileen Brennan,1974
Mildred Natwick,Peter Bogdanovich,1974
Eileen Brennan,Peter Bogdanovich,1974
Marcello Mastroianni,Catherine Deneuve,1974
Richard Harris,Edmond O'Brien,1974
Michael Caine,Anthony Quinn,1974
Michael Caine,James Mason,1974
Anthony Quinn,James Mason,1974
Burt Lancaster,Joan Lorring,1974
Burt Lancaster,Burt Lancaster,1974
Joan Lorring,Burt Lancaster,1974
Ian Bannen,Margaret Leighton,1974
James Whitmore,Lee J. Cobb,1974
Peter Finch,Liv Ullmann,1974
Peter Finch,Anthony Harvey,1974
Liv Ullmann,Anthony Harvey,1974
Lana Turner,Trevor Howard,1974
Ernest Borgnine,Karen Black,1974
Lee Marvin,Ron Howard,1974
Lee Marvin,Arthur Hunnicutt,1974
Ron Howard,Arthur Hunnicutt,1974
Gregory Peck,Jack Warden,1974
Alan Bates,Jessica Tandy,1974
Barbara Hershey,Arthur Hiller,1974
Ann Sothern,Burgess Meredith,1974
Jackie Cooper,Richard Jaeckel,1974
Sondra Locke,Richard Dreyfuss,1974
Judi Dench,Tony Richardson,1974
Gene Hackman,Liv Ullmann,1974
Gene Hackman,Eileen Heckart,1974
Gene Hackman,Susan Tyrrell,1974
Gene Hackman,Jan Troell,1974
Liv Ullmann,Eileen Heckart,1974
Liv Ullmann,Susan Tyrrell,1974
Liv Ullmann,Jan Troell,1974
Eileen Heckart,Susan Tyrrell,1974
Eileen Heckart,Jan Troell,1974
Susan Tyrrell,Jan Troell,1974
Peter Fonda,William Holden,1974
Jack Palance,Hugh Griffith,1974
Jack Palance,Trevor Howard,1974
Hugh Griffith,Trevor Howard,1974
Sophia Loren,Richard Burton,1974
Sophia Loren,Ian Bannen,1974
Sophia Loren,Vittorio De Sica,1974
Richard Burton,Ian Bannen,1974
Richard Burton,Vittorio De Sica,1974
Ian Bannen,Vittorio De Sica,1974
Rod Steiger,Henry Fonda,1974
Peter Sellers,Lila Kedrova,1974
Janet Suzman,Ben Kingsley,1974
Giancarlo Giannini,Catherine Deneuve,1974
Rip Torn,Michael V. Gazzo,1974
Cliff Robertson,Joel Grey,1974
Cliff Robertson,Penelope Milford,1974
Cliff Robertson,Frank Perry,1974
Joel Grey,Penelope Milford,1974
Joel Grey,Frank Perry,1974
Penelope Milford,Frank Perry,1974
Laurence Harvey,Stuart Whitman,1974
Laurence Harvey,Laurence Harvey,1974
Stuart Whitman,Laurence Harvey,1974
Burgess Meredith,José Ferrer,1974
Gloria Grahame,Walter Pidgeon,1974
Ernest Borgnine,Michael J. Pollard,1974
Elliott Gould,Trevor Howard,1974
Henry Fonda,John Houseman,1974
Ryan O'Neal,Stanley Kubrick,1975
Roy Scheider,Richard Dreyfuss,1975
Roy Scheider,Robert Shaw,1975
Roy Scheider,Steven Spielberg,1975
Richard Dreyfuss,Robert Shaw,1975
Richard Dreyfuss,Steven Spielberg,1975
Robert Shaw,Steven Spielberg,1975
Ned Beatty,Ronee Blakley,1975
Ned Beatty,Lily Tomlin,1975
Ned Beatty,Karen Black,1975
Ned Beatty,Robert Altman,1975
Ronee Blakley,Lily Tomlin,1975
Ronee Blakley,Karen Black,1975
Ronee Blakley,Robert Altman,1975
Lily Tomlin,Karen Black,1975
Lily Tomlin,Robert Altman,1975
Karen Black,Robert Altman,1975
Al Pacino,Charles Durning,1975
Al Pacino,Chris Sarandon,1975
Al Pacino,Carol Kane,1975
Al Pacino,Sidney Lumet,1975
Charles Durning,Chris Sarandon,1975
Charles Durning,Carol Kane,1975
Charles Durning,Sidney Lumet,1975
Chris Sarandon,Carol Kane,1975
Chris Sarandon,Sidney Lumet,1975
Carol Kane,Sidney Lumet,1975
Maximilian Schell,Arthur Hiller,1975
Giancarlo Giannini,Lina Wertmüller,1975
Barbara Hershey,Shelley Winters,1975
Isabelle Adjani,François Truffaut,1975
Isabelle Adjani,François Truffaut,1975
François Truffaut,François Truffaut,1975
Gérard Depardieu,Barbet Schroeder,1975
Robert Redford,Faye Dunaway,1975
Robert Redford,Cliff Robertson,1975
Robert Redford,Max von Sydow,1975
Robert Redford,John Houseman,1975
Robert Redford,Sydney Pollack,1975
Faye Dunaway,Cliff Robertson,1975
Faye Dunaway,Max von Sydow,1975
Faye Dunaway,John Houseman,1975
Faye Dunaway,Sydney Pollack,1975
Cliff Robertson,Max von Sydow,1975
Cliff Robertson,John Houseman,1975
Cliff Robertson,Sydney Pollack,1975
Max von Sydow,John Houseman,1975
Max von Sydow,Sydney Pollack,1975
John Houseman,Sydney Pollack,1975
George C. Scott,Anne Bancroft,1975
George C. Scott,Gig Young,1975
George C. Scott,Burgess Meredith,1975
George C. Scott,Charles Durning,1975
George C. Scott,Robert Wise,1975
Anne Bancroft,Gig Young,1975
Anne Bancroft,Burgess Meredith,1975
Anne Bancroft,Charles Durning,1975
Anne Bancroft,Robert Wise,1975
Gig Young,Burgess Meredith,1975
Gig Young,Charles Durning,1975
Gig Young,Robert Wise,1975
Burgess Meredith,Charles Durning,1975
Burgess Meredith,Robert Wise,1975
Charles Durning,Robert Wise,1975
Warren Beatty,Julie Christie,1975
Warren Beatty,Goldie Hawn,1975
Warren Beatty,Lee Grant,1975
Warren Beatty,Jack Warden,1975
Warren Beatty,Hal Ashby,1975
Julie Christie,Goldie Hawn,1975
Julie Christie,Lee Grant,1975
Julie Christie,Jack Warden,1975
Julie Christie,Hal Ashby,1975
Goldie Hawn,Lee Grant,1975
Goldie Hawn,Jack Warden,1975
Goldie Hawn,Hal Ashby,1975
Lee Grant,Jack Warden,1975
Lee Grant,Hal Ashby,1975
Jack Warden,Hal Ashby,1975
Woody Allen,Diane Keaton,1975
Woody Allen,Woody Allen,1975
Diane Keaton,Woody Allen,1975
Barbra Streisand,James Caan,1975
Barbra Streisand,Omar Sharif,1975
Barbra Streisand,Herbert Ross,1975
James Caan,Omar Sharif,1975
James Caan,Herbert Ross,1975
Omar Sharif,Herbert Ross,1975
James Caan,John Houseman,1975
James Caan,Ralph Richardson,1975
James Caan,Norman Jewison,1975
John Houseman,Ralph Richardson,1975
John Houseman,Norman Jewison,1975
Ralph Richardson,Norman Jewison,1975
Ann-Margret,Jack Nicholson,1975
Ann-Margret,Ken Russell,1975
Ann-Margret,Ken Russell,1975
Jack Nicholson,Ken Russell,1975
Jack Nicholson,Ken Russell,1975
Ken Russell,Ken Russell,1975
James Mason,Sylvester Stallone,1975
Sean Connery,Candice Bergen,1975
Sean Connery,John Huston,1975
Candice Bergen,John Huston,1975
Michael Caine,Glenda Jackson,1975
Michael Caine,Kate Nelligan,1975
Glenda Jackson,Kate Nelligan,1975
Burt Reynolds,Madeline Kahn,1975
Burt Reynolds,Eileen Brennan,1975
Burt Reynolds,Mildred Natwick,1975
Burt Reynolds,Peter Bogdanovich,1975
Madeline Kahn,Eileen Brennan,1975
Madeline Kahn,Mildred Natwick,1975
Madeline Kahn,Peter Bogdanovich,1975
Eileen Brennan,Mildred Natwick,1975
Eileen Brennan,Peter Bogdanovich,1975
Mildred Natwick,Peter Bogdanovich,1975
John Wayne,Katharine Hepburn,1975
Jack Lemmon,Anne Bancroft,1975
Jack Lemmon,Sylvester Stallone,1975
Anne Bancroft,Sylvester Stallone,1975
Gene Hackman,James Woods,1975
Gene Hackman,Melanie Griffith,1975
Gene Hackman,Arthur Penn,1975
James Woods,Melanie Griffith,1975
James Woods,Arthur Penn,1975
Melanie Griffith,Arthur Penn,1975
Diana Ross,Anthony Perkins,1975
Diana Ross,Beah Richards,1975
Diana Ross,Nina Foch,1975
Anthony Perkins,Beah Richards,1975
Anthony Perkins,Nina Foch,1975
Beah Richards,Nina Foch,1975
Peter Sellers,Christopher Plummer,1975
Clint Eastwood,George Kennedy,1975
Clint Eastwood,Clint Eastwood,1975
George Kennedy,Clint Eastwood,1975
Jack Nicholson,Michelangelo Antonioni,1975
Warren Beatty,Jack Nicholson,1975
Warren Beatty,Stockard Channing,1975
Warren Beatty,Mike Nichols,1975
Jack Nicholson,Stockard Channing,1975
Jack Nicholson,Mike Nichols,1975
Stockard Channing,Mike Nichols,1975
Peter Ustinov,Helen Hayes,1975
Alan Bates,Bob Hoskins,1975
Gene Wilder,Madeline Kahn,1975
Gene Wilder,Albert Finney,1975
Gene Wilder,Gene Wilder,1975
Madeline Kahn,Albert Finney,1975
Madeline Kahn,Gene Wilder,1975
Albert Finney,Gene Wilder,1975
Paul Newman,Joanne Woodward,1975
Paul Newman,Anthony Franciosa,1975
Paul Newman,Melanie Griffith,1975
Paul Newman,Richard Jaeckel,1975
Joanne Woodward,Anthony Franciosa,1975
Joanne Woodward,Melanie Griffith,1975
Joanne Woodward,Richard Jaeckel,1975
Anthony Franciosa,Melanie Griffith,1975
Anthony Franciosa,Richard Jaeckel,1975
Melanie Griffith,Richard Jaeckel,1975
Ernest Borgnine,Eddie Albert,1975
Ernest Borgnine,John Travolta,1975
Eddie Albert,John Travolta,1975
James Caan,Robert Duvall,1975
James Caan,Burt Young,1975
James Caan,Gig Young,1975
Robert Duvall,Burt Young,1975
Robert Duvall,Gig Young,1975
Burt Young,Gig Young,1975
Robert Redford,Susan Sarandon,1975
Robert Redford,George Roy Hill,1975
Susan Sarandon,George Roy Hill,1975
Arthur O'Connell,Nigel Hawthorne,1975
Arthur O'Connell,Eileen Heckart,1975
Nigel Hawthorne,Eileen Heckart,1975
Richard Dreyfuss,Bob Hoskins,1975
Sean Connery,Michael Caine,1975
Sean Connery,Christopher Plummer,1975
Sean Connery,John Huston,1975
Michael Caine,Christopher Plummer,1975
Michael Caine,John Huston,1975
Christopher Plummer,John Huston,1975
Charlotte Rampling,Simone Signoret,1975
John Wayne,Richard Attenborough,1975
Gene Hackman,Candice Bergen,1975
Gene Hackman,James Coburn,1975
Gene Hackman,Ian Bannen,1975
Gene Hackman,Sally Kirkland,1975
Gene Hackman,Richard Brooks,1975
Candice Bergen,James Coburn,1975
Candice Bergen,Ian Bannen,1975
Candice Bergen,Sally Kirkland,1975
Candice Bergen,Richard Brooks,1975
James Coburn,Ian Bannen,1975
James Coburn,Sally Kirkland,1975
James Coburn,Richard Brooks,1975
Ian Bannen,Sally Kirkland,1975
Ian Bannen,Richard Brooks,1975
Sally Kirkland,Richard Brooks,1975
James Mason,James Ivory,1975
Karen Black,Burgess Meredith,1975
Karen Black,Geraldine Page,1975
Karen Black,Jackie Earle Haley,1975
Karen Black,John Schlesinger,1975
Burgess Meredith,Geraldine Page,1975
Burgess Meredith,Jackie Earle Haley,1975
Burgess Meredith,John Schlesinger,1975
Geraldine Page,Jackie Earle Haley,1975
Geraldine Page,John Schlesinger,1975
Jackie Earle Haley,John Schlesinger,1975
Jacki Weaver,Peter Weir,1975
Sidney Poitier,Michael Caine,1975
Bruce Dern,Melanie Griffith,1975
Ron Moody,Hugh Griffith,1975
Robert Duvall,John Huston,1975
Robert Duvall,Randy Quaid,1975
John Huston,Randy Quaid,1975
Robert Morley,Burl Ives,1975
Sidney Poitier,Sidney Poitier,1975
Bing Crosby,Fred Astaire,1975
Bing Crosby,Marlene Dietrich,1975
Bing Crosby,Clark Gable,1975
Bing Crosby,Cary Grant,1975
Bing Crosby,George Burns,1975
Bing Crosby,Warner Baxter,1975
Bing Crosby,Humphrey Bogart,1975
Bing Crosby,James Cagney,1975
Bing Crosby,Betty Compson,1975
Bing Crosby,Gary Cooper,1975
Bing Crosby,Cecil B. DeMille,1975
Fred Astaire,Marlene Dietrich,1975
Fred Astaire,Clark Gable,1975
Fred Astaire,Cary Grant,1975
Fred Astaire,George Burns,1975
Fred Astaire,Warner Baxter,1975
Fred Astaire,Humphrey Bogart,1975
Fred Astaire,James Cagney,1975
Fred Astaire,Betty Compson,1975
Fred Astaire,Gary Cooper,1975
Fred Astaire,Cecil B. DeMille,1975
Marlene Dietrich,Clark Gable,1975
Marlene Dietrich,Cary Grant,1975
Marlene Dietrich,George Burns,1975
Marlene Dietrich,Warner Baxter,1975
Marlene Dietrich,Humphrey Bogart,1975
Marlene Dietrich,James Cagney,1975
Marlene Dietrich,Betty Compson,1975
Marlene Dietrich,Gary Cooper,1975
Marlene Dietrich,Cecil B. DeMille,1975
Clark Gable,Cary Grant,1975
Clark Gable,George Burns,1975
Clark Gable,Warner Baxter,1975
Clark Gable,Humphrey Bogart,1975
Clark Gable,James Cagney,1975
Clark Gable,Betty Compson,1975
Clark Gable,Gary Cooper,1975
Clark Gable,Cecil B. DeMille,1975
Cary Grant,George Burns,1975
Cary Grant,Warner Baxter,1975
Cary Grant,Humphrey Bogart,1975
Cary Grant,James Cagney,1975
Cary Grant,Betty Compson,1975
Cary Grant,Gary Cooper,1975
Cary Grant,Cecil B. DeMille,1975
George Burns,Warner Baxter,1975
George Burns,Humphrey Bogart,1975
George Burns,James Cagney,1975
George Burns,Betty Compson,1975
George Burns,Gary Cooper,1975
George Burns,Cecil B. DeMille,1975
Warner Baxter,Humphrey Bogart,1975
Warner Baxter,James Cagney,1975
Warner Baxter,Betty Compson,1975
Warner Baxter,Gary Cooper,1975
Warner Baxter,Cecil B. DeMille,1975
Humphrey Bogart,James Cagney,1975
Humphrey Bogart,Betty Compson,1975
Humphrey Bogart,Gary Cooper,1975
Humphrey Bogart,Cecil B. DeMille,1975
James Cagney,Betty Compson,1975
James Cagney,Gary Cooper,1975
James Cagney,Cecil B. DeMille,1975
Betty Compson,Gary Cooper,1975
Betty Compson,Cecil B. DeMille,1975
Gary Cooper,Cecil B. DeMille,1975
Marcello Mastroianni,Terence Stamp,1975
Robert Mitchum,Charlotte Rampling,1975
Robert Mitchum,Sylvia Miles,1975
Robert Mitchum,Sylvester Stallone,1975
Charlotte Rampling,Sylvia Miles,1975
Charlotte Rampling,Sylvester Stallone,1975
Sylvia Miles,Sylvester Stallone,1975
John Cassavetes,Sylvester Stallone,1975
Yul Brynner,Max von Sydow,1975
Estelle Parsons,John G. Avildsen,1975
Jeff Bridges,Sam Waterston,1975
Jeff Bridges,Frank Perry,1975
Sam Waterston,Frank Perry,1975
George Kennedy,John Mills,1975
George Kennedy,Edward Dmytryk,1975
John Mills,Edward Dmytryk,1975
Burt Reynolds,Catherine Deneuve,1975
Burt Reynolds,Paul Winfield,1975
Burt Reynolds,Eileen Brennan,1975
Burt Reynolds,Eddie Albert,1975
Burt Reynolds,Ernest Borgnine,1975
Catherine Deneuve,Paul Winfield,1975
Catherine Deneuve,Eileen Brennan,1975
Catherine Deneuve,Eddie Albert,1975
Catherine Deneuve,Ernest Borgnine,1975
Paul Winfield,Eileen Brennan,1975
Paul Winfield,Eddie Albert,1975
Paul Winfield,Ernest Borgnine,1975
Eileen Brennan,Eddie Albert,1975
Eileen Brennan,Ernest Borgnine,1975
Eddie Albert,Ernest Borgnine,1975
Christopher Plummer,Mildred Dunnock,1975
Jon Voight,Martin Ritt,1975
Jon Voight,Maximilian Schell,1975
Martin Ritt,Maximilian Schell,1975
Richard Attenborough,Trevor Howard,1975
Richard Attenborough,Christopher Plummer,1975
Richard Attenborough,Susannah York,1975
Trevor Howard,Christopher Plummer,1975
Trevor Howard,Susannah York,1975
Christopher Plummer,Susannah York,1975
Charles Durning,Sally Kirkland,1975
Kirk Douglas,Bruce Dern,1975
Kirk Douglas,Kirk Douglas,1975
Bruce Dern,Kirk Douglas,1975
Eddie Albert,Ray Milland,1975
Roy Scheider,Richard Dreyfuss,1975
Roy Scheider,"Louis Gossett, Jr.",1975
Roy Scheider,Michael Caine,1975
Roy Scheider,Steven Spielberg,1975
Richard Dreyfuss,"Louis Gossett, Jr.",1975
Richard Dreyfuss,Michael Caine,1975
Richard Dreyfuss,Steven Spielberg,1975
"Louis Gossett, Jr.",Michael Caine,1975
"Louis Gossett, Jr.",Steven Spielberg,1975
Michael Caine,Steven Spielberg,1975
Gene Hackman,Liza Minnelli,1975
Gene Hackman,Burt Reynolds,1975
Liza Minnelli,Burt Reynolds,1975
Sam Waterston,Shelley Winters,1975
Sam Waterston,Stanley Holloway,1975
Sam Waterston,Jackie Cooper,1975
Shelley Winters,Stanley Holloway,1975
Shelley Winters,Jackie Cooper,1975
Stanley Holloway,Jackie Cooper,1975
Walter Matthau,George Burns,1975
Walter Matthau,F. Murray Abraham,1975
Walter Matthau,Herbert Ross,1975
George Burns,F. Murray Abraham,1975
George Burns,Herbert Ross,1975
F. Murray Abraham,Herbert Ross,1975
John Gielgud,Margaret Leighton,1975
John Gielgud,Tom Conti,1975
Margaret Leighton,Tom Conti,1975
Glenda Jackson,Susannah York,1975
Glenda Jackson,Vivien Merchant,1975
Susannah York,Vivien Merchant,1975
Jack Nicholson,Louise Fletcher,1975
Jack Nicholson,Brad Dourif,1975
Louise Fletcher,Brad Dourif,1975
Sophia Loren,Marcello Mastroianni,1975
Telly Savalas,James Mason,1975
George Segal,Denholm Elliott,1975
George Segal,Louise Fletcher,1975
Denholm Elliott,Louise Fletcher,1975
Peter Fonda,Burgess Meredith,1975
Peter Fonda,Sylvia Miles,1975
Burgess Meredith,Sylvia Miles,1975
Rod Steiger,Lee Remick,1975
Rod Steiger,Trevor Howard,1975
Lee Remick,Trevor Howard,1975
Michael Caine,Natalie Wood,1975
Jeff Bridges,Alan Arkin,1975
Burt Reynolds,Ned Beatty,1975
Burt Reynolds,Art Carney,1975
Burt Reynolds,John G. Avildsen,1975
Ned Beatty,Art Carney,1975
Ned Beatty,John G. Avildsen,1975
Art Carney,John G. Avildsen,1975
Sally Kellerman,Alan Arkin,1975
Cloris Leachman,Stuart Whitman,1975
Cloris Leachman,Ann Sothern,1975
Cloris Leachman,Sally Kirkland,1975
Cloris Leachman,Jonathan Demme,1975
Stuart Whitman,Ann Sothern,1975
Stuart Whitman,Sally Kirkland,1975
Stuart Whitman,Jonathan Demme,1975
Ann Sothern,Sally Kirkland,1975
Ann Sothern,Jonathan Demme,1975
Sally Kirkland,Jonathan Demme,1975
Roy Scheider,Jeannie Berlin,1975
Elliott Gould,Eddie Albert,1975
Susannah York,Shelley Winters,1975
Susannah York,Lee J. Cobb,1975
Shelley Winters,Lee J. Cobb,1975
Cliff Robertson,Vanessa Redgrave,1975
Cornel Wilde,Cornel Wilde,1975
James Earl Jones,Lilia Skala,1975
James Mason,Valentina Cortese,1975
Arthur Kennedy,Jack Lemmon,1975
Tommy Lee Jones,Lila Kedrova,1975
Federico Fellini,Marcello Mastroianni,1975
Robert De Niro,Jodie Foster,1976
Robert De Niro,Albert Brooks,1976
Robert De Niro,Harvey Keitel,1976
Robert De Niro,Martin Scorsese,1976
Robert De Niro,Martin Scorsese,1976
Jodie Foster,Albert Brooks,1976
Jodie Foster,Harvey Keitel,1976
Jodie Foster,Martin Scorsese,1976
Jodie Foster,Martin Scorsese,1976
Albert Brooks,Harvey Keitel,1976
Albert Brooks,Martin Scorsese,1976
Albert Brooks,Martin Scorsese,1976
Harvey Keitel,Martin Scorsese,1976
Harvey Keitel,Martin Scorsese,1976
Martin Scorsese,Martin Scorsese,1976
Sylvester Stallone,Talia Shire,1976
Sylvester Stallone,Burt Young,1976
Sylvester Stallone,Burgess Meredith,1976
Sylvester Stallone,John G. Avildsen,1976
Talia Shire,Burt Young,1976
Talia Shire,Burgess Meredith,1976
Talia Shire,John G. Avildsen,1976
Burt Young,Burgess Meredith,1976
Burt Young,John G. Avildsen,1976
Burgess Meredith,John G. Avildsen,1976
Clint Eastwood,Chief Dan George,1976
Clint Eastwood,Sondra Locke,1976
Clint Eastwood,Clint Eastwood,1976
Chief Dan George,Sondra Locke,1976
Chief Dan George,Clint Eastwood,1976
Sondra Locke,Clint Eastwood,1976
Melinda Dillon,Randy Quaid,1976
Melinda Dillon,Hal Ashby,1976
Randy Quaid,Hal Ashby,1976
Faye Dunaway,William Holden,1976
Faye Dunaway,Peter Finch,1976
Faye Dunaway,Robert Duvall,1976
Faye Dunaway,Beatrice Straight,1976
Faye Dunaway,Ned Beatty,1976
Faye Dunaway,Sidney Lumet,1976
William Holden,Peter Finch,1976
William Holden,Robert Duvall,1976
William Holden,Beatrice Straight,1976
William Holden,Ned Beatty,1976
William Holden,Sidney Lumet,1976
Peter Finch,Robert Duvall,1976
Peter Finch,Beatrice Straight,1976
Peter Finch,Ned Beatty,1976
Peter Finch,Sidney Lumet,1976
Robert Duvall,Beatrice Straight,1976
Robert Duvall,Ned Beatty,1976
Robert Duvall,Sidney Lumet,1976
Beatrice Straight,Ned Beatty,1976
Beatrice Straight,Sidney Lumet,1976
Ned Beatty,Sidney Lumet,1976
Gregory Peck,Lee Remick,1976
Jodie Foster,Alan Parker,1976
Burt Reynolds,James Caan,1976
Burt Reynolds,Liza Minnelli,1976
Burt Reynolds,Anne Bancroft,1976
Burt Reynolds,Paul Newman,1976
James Caan,Liza Minnelli,1976
James Caan,Anne Bancroft,1976
James Caan,Paul Newman,1976
Liza Minnelli,Anne Bancroft,1976
Liza Minnelli,Paul Newman,1976
Anne Bancroft,Paul Newman,1976
Walter Matthau,Tatum O'Neal,1976
Walter Matthau,Jackie Earle Haley,1976
Tatum O'Neal,Jackie Earle Haley,1976
Jeff Bridges,Jessica Lange,1976
Gene Wilder,Jill Clayburgh,1976
Gene Wilder,Ned Beatty,1976
Gene Wilder,Arthur Hiller,1976
Jill Clayburgh,Ned Beatty,1976
Jill Clayburgh,Arthur Hiller,1976
Ned Beatty,Arthur Hiller,1976
Robert De Niro,Tony Curtis,1976
Robert De Niro,Robert Mitchum,1976
Robert De Niro,Jack Nicholson,1976
Robert De Niro,Ray Milland,1976
Robert De Niro,Seymour Cassel,1976
Robert De Niro,Anjelica Huston,1976
Robert De Niro,Elia Kazan,1976
Tony Curtis,Robert Mitchum,1976
Tony Curtis,Jack Nicholson,1976
Tony Curtis,Ray Milland,1976
Tony Curtis,Seymour Cassel,1976
Tony Curtis,Anjelica Huston,1976
Tony Curtis,Elia Kazan,1976
Robert Mitchum,Jack Nicholson,1976
Robert Mitchum,Ray Milland,1976
Robert Mitchum,Seymour Cassel,1976
Robert Mitchum,Anjelica Huston,1976
Robert Mitchum,Elia Kazan,1976
Jack Nicholson,Ray Milland,1976
Jack Nicholson,Seymour Cassel,1976
Jack Nicholson,Anjelica Huston,1976
Jack Nicholson,Elia Kazan,1976
Ray Milland,Seymour Cassel,1976
Ray Milland,Anjelica Huston,1976
Ray Milland,Elia Kazan,1976
Seymour Cassel,Anjelica Huston,1976
Seymour Cassel,Elia Kazan,1976
Anjelica Huston,Elia Kazan,1976
Eileen Brennan,James Coco,1976
Eileen Brennan,Peter Falk,1976
Eileen Brennan,Alec Guinness,1976
Eileen Brennan,Elsa Lanchester,1976
Eileen Brennan,David Niven,1976
Eileen Brennan,Peter Sellers,1976
Eileen Brennan,Maggie Smith,1976
James Coco,Peter Falk,1976
James Coco,Alec Guinness,1976
James Coco,Elsa Lanchester,1976
James Coco,David Niven,1976
James Coco,Peter Sellers,1976
James Coco,Maggie Smith,1976
Peter Falk,Alec Guinness,1976
Peter Falk,Elsa Lanchester,1976
Peter Falk,David Niven,1976
Peter Falk,Peter Sellers,1976
Peter Falk,Maggie Smith,1976
Alec Guinness,Elsa Lanchester,1976
Alec Guinness,David Niven,1976
Alec Guinness,Peter Sellers,1976
Alec Guinness,Maggie Smith,1976
Elsa Lanchester,David Niven,1976
Elsa Lanchester,Peter Sellers,1976
Elsa Lanchester,Maggie Smith,1976
David Niven,Peter Sellers,1976
David Niven,Maggie Smith,1976
Peter Sellers,Maggie Smith,1976
Robert De Niro,Gérard Depardieu,1976
Robert De Niro,Burt Lancaster,1976
Robert De Niro,Bernardo Bertolucci,1976
Gérard Depardieu,Burt Lancaster,1976
Gérard Depardieu,Bernardo Bertolucci,1976
Burt Lancaster,Bernardo Bertolucci,1976
Christopher Plummer,Peter Firth,1976
Christopher Plummer,John Gielgud,1976
Christopher Plummer,Trevor Howard,1976
Christopher Plummer,Ray Milland,1976
Peter Firth,John Gielgud,1976
Peter Firth,Trevor Howard,1976
Peter Firth,Ray Milland,1976
John Gielgud,Trevor Howard,1976
John Gielgud,Ray Milland,1976
Trevor Howard,Ray Milland,1976
Stockard Channing,Ned Beatty,1976
Stockard Channing,José Ferrer,1976
Stockard Channing,Ruth Gordon,1976
Stockard Channing,Sally Kellerman,1976
Stockard Channing,Lynn Redgrave,1976
Ned Beatty,José Ferrer,1976
Ned Beatty,Ruth Gordon,1976
Ned Beatty,Sally Kellerman,1976
Ned Beatty,Lynn Redgrave,1976
José Ferrer,Ruth Gordon,1976
José Ferrer,Sally Kellerman,1976
José Ferrer,Lynn Redgrave,1976
Ruth Gordon,Sally Kellerman,1976
Ruth Gordon,Lynn Redgrave,1976
Sally Kellerman,Lynn Redgrave,1976
Woody Allen,Martin Ritt,1976
Faye Dunaway,Oskar Werner,1976
Faye Dunaway,Lee Grant,1976
Faye Dunaway,Max von Sydow,1976
Faye Dunaway,James Mason,1976
Faye Dunaway,Orson Welles,1976
Faye Dunaway,Katharine Ross,1976
Faye Dunaway,Denholm Elliott,1976
Faye Dunaway,José Ferrer,1976
Faye Dunaway,Wendy Hiller,1976
Faye Dunaway,Janet Suzman,1976
Faye Dunaway,Jonathan Pryce,1976
Oskar Werner,Lee Grant,1976
Oskar Werner,Max von Sydow,1976
Oskar Werner,James Mason,1976
Oskar Werner,Orson Welles,1976
Oskar Werner,Katharine Ross,1976
Oskar Werner,Denholm Elliott,1976
Oskar Werner,José Ferrer,1976
Oskar Werner,Wendy Hiller,1976
Oskar Werner,Janet Suzman,1976
Oskar Werner,Jonathan Pryce,1976
Lee Grant,Max von Sydow,1976
Lee Grant,James Mason,1976
Lee Grant,Orson Welles,1976
Lee Grant,Katharine Ross,1976
Lee Grant,Denholm Elliott,1976
Lee Grant,José Ferrer,1976
Lee Grant,Wendy Hiller,1976
Lee Grant,Janet Suzman,1976
Lee Grant,Jonathan Pryce,1976
Max von Sydow,James Mason,1976
Max von Sydow,Orson Welles,1976
Max von Sydow,Katharine Ross,1976
Max von Sydow,Denholm Elliott,1976
Max von Sydow,José Ferrer,1976
Max von Sydow,Wendy Hiller,1976
Max von Sydow,Janet Suzman,1976
Max von Sydow,Jonathan Pryce,1976
James Mason,Orson Welles,1976
James Mason,Katharine Ross,1976
James Mason,Denholm Elliott,1976
James Mason,José Ferrer,1976
James Mason,Wendy Hiller,1976
James Mason,Janet Suzman,1976
James Mason,Jonathan Pryce,1976
Orson Welles,Katharine Ross,1976
Orson Welles,Denholm Elliott,1976
Orson Welles,José Ferrer,1976
Orson Welles,Wendy Hiller,1976
Orson Welles,Janet Suzman,1976
Orson Welles,Jonathan Pryce,1976
Katharine Ross,Denholm Elliott,1976
Katharine Ross,José Ferrer,1976
Katharine Ross,Wendy Hiller,1976
Katharine Ross,Janet Suzman,1976
Katharine Ross,Jonathan Pryce,1976
Denholm Elliott,José Ferrer,1976
Denholm Elliott,Wendy Hiller,1976
Denholm Elliott,Janet Suzman,1976
Denholm Elliott,Jonathan Pryce,1976
José Ferrer,Wendy Hiller,1976
José Ferrer,Janet Suzman,1976
José Ferrer,Jonathan Pryce,1976
Wendy Hiller,Janet Suzman,1976
Wendy Hiller,Jonathan Pryce,1976
Janet Suzman,Jonathan Pryce,1976
Cliff Robertson,Geneviève Bujold,1976
Cliff Robertson,John Lithgow,1976
Geneviève Bujold,John Lithgow,1976
Bruce Dern,Karen Black,1976
Bruce Dern,Alfred Hitchcock,1976
Karen Black,Alfred Hitchcock,1976
