name,year
Glynis Johns,1951
Bessie Love,1951
Laurence Olivier,1951
Michael Redgrave,1951
Trevor Howard,1951
Susan Hayward,1951
Burt Lancaster,1951
Frank Sinatra,1951
Irving Cummings,1951
Joan Lorring,1951
Franchot Tone,1951
Frank Capra,1951
Ruth Hussey,1951
Michael Curtiz,1951
Barbara Stanwyck,1951
Louis Calhern,1951
Margaret Wycherly,1951
William Holden,1951
Nancy Olson,1951
Peter Sellers,1951
Cara Williams,1951
Hugh Griffith,1951
Walter Lang,1951
Edmund Gwenn,1951
William Dieterle,1951
Max von Sydow,1951
Dan Dailey,1951
George Sanders,1951
Dean Jagger,1951
Gene Lockhart,1951
Robert Stack,1951
Katy Jurado,1951
Ralph Richardson,1951
Wendy Hiller,1951
Carol Reed,1951
Claudette Colbert,1951
Gladys Cooper,1951
David Niven,1951
Donald Crisp,1951
Monty Woolley,1951
Anne Baxter,1951
Charles Bickford,1951
Ginger Rogers,1951
Anna Magnani,1951
Walter Brennan,1951
Ingmar Bergman,1951
Thomas Gomez,1951
Joan Crawford,1951
Eve Arden,1951
Dorothy McGuire,1951
Ray Milland,1951
Marcello Mastroianni,1951
Una Merkel,1951
Norman Taurog,1951
Hope Emerson,1951
Dorothy Dandridge,1951
Valentina Cortese,1951
James Dean,1951
Ava Gardner,1951
Piper Laurie,1951
Cecil Kellaway,1951
Henry Fonda,1951
Fred Zinnemann,1951
Claire Trevor,1951
George Cukor,1951
Ian Bannen,1951
Margaret Leighton,1951
Laurence Harvey,1951
Clifton Webb,1951
Henry Koster,1951
Charles Walters,1951
Diana Wynyard,1951
Lana Turner,1951
Marjorie Main,1951
Debbie Reynolds,1951
Fredric March,1951
Mildred Dunnock,1951
Jack Oakie,1951
Tom Tully,1951
Anthony Quinn,1951
Brian Donlevy,1951
Dean Stockwell,1951
Chill Wills,1951
Sophia Loren,1951
Pietro Germi,1951
Angela Lansbury,1951
Betsy Blair,1951
William Powell,1951
Fay Bainter,1951
Claude Rains,1951
William Demarest,1951
Richard Burton,1951
Ruby Dee,1951
Robert Z. Leonard,1951
Eddie Albert,1951
Melvyn Douglas,1951
Lucile Watson,1951
Roland Young,1951
Joan Fontaine,1951
Mickey Rooney,1951
John Mills,1951
Greer Garson,1951
Donna Reed,1951
Geraldine Fitzgerald,1951
Rex Harrison,1951
Barry Fitzgerald,1951
Lew Ayres,1951
Richard Brooks,1951
Merle Oberon,1951
Alexander Hall,1951
Patricia Collinge,1951
Rod Steiger,1951
Tony Curtis,1951
Jeff Chandler,1951
Richard Todd,1951
Mercedes McCambridge,1951
King Vidor,1951
H. B. Warner,1951
Jeff Bridges,1951
Dorothy Malone,1951
Jean Hagen,1951
Charles Coburn,1951
Lionel Barrymore,1951
Martha Hyer,1951
Jack Kruschen,1951
Martha Scott,1951
Arthur O'Connell,1951
Robert Siodmak,1951
Robert Rossen,1951
Richard Jaeckel,1951
Josephine Hull,1951
John Wayne,1952
Barry Fitzgerald,1952
Victor McLaglen,1952
Mildred Natwick,1952
John Ford,1952
Gary Cooper,1952
Katy Jurado,1952
Grace Kelly,1952
Fred Zinnemann,1952
Marlon Brando,1952
Anthony Quinn,1952
Mildred Dunnock,1952
Elia Kazan,1952
Lana Turner,1952
Kirk Douglas,1952
Walter Pidgeon,1952
Gloria Grahame,1952
Vincente Minnelli,1952
Burt Lancaster,1952
Shirley Booth,1952
Richard Jaeckel,1952
Joan Crawford,1952
Jack Palance,1952
Bette Davis,1952
Natalie Wood,1952
Susan Hayward,1952
Thelma Ritter,1952
Una Merkel,1952
Walter Lang,1952
Robert Stack,1952
Edmund Gwenn,1952
Sylvia Sidney,1952
Elsa Lanchester,1952
Lewis Milestone,1952
Juanita Moore,1952
José Ferrer,1952
Colette Marchand,1952
Theodore Bikel,1952
John Huston,1952
Akira Kurosawa,1952
Margaret Rutherford,1952
Bing Crosby,1952
Carolyn Jones,1952
James Mason,1952
Joseph L. Mankiewicz,1952
John Marley,1952
Cary Grant,1952
Ginger Rogers,1952
Charles Coburn,1952
Howard Hawks,1952
Gene Kelly,1952
Debbie Reynolds,1952
Jean Hagen,1952
Rita Moreno,1952
Vittorio De Sica,1952
Ralph Richardson,1952
Denholm Elliott,1952
David Lean,1952
Barbara Stanwyck,1952
Robert Ryan,1952
J. Carrol Naish,1952
Cecil B. DeMille,1952
Robert Siodmak,1952
Richard Widmark,1952
Anne Bancroft,1952
Adolphe Menjou,1952
Edward Dmytryk,1952
Raymond Massey,1952
Spencer Tracy,1952
Katharine Hepburn,1952
George Cukor,1952
James Whitmore,1952
Spring Byington,1952
Alexander Hall,1952
Fred Astaire,1952
Marjorie Main,1952
Charles Walters,1952
Broderick Crawford,1952
Donna Reed,1952
Nancy Olson,1952
Ingrid Bergman,1952
Alexander Knox,1952
Russ Tamblyn,1952
Anna Magnani,1952
Jean Renoir,1952
Simone Signoret,1952
Ray Milland,1952
Robert Wise,1952
William Holden,1952
Edmond O'Brien,1952
Tom Tully,1952
Ed Begley,1952
William Dieterle,1952
Charles Laughton,1952
Marlene Dietrich,1952
Eleanor Parker,1952
Janet Leigh,1952
Nina Foch,1952
Lewis Stone,1952
Ellen Corby,1952
Clarence Brown,1952
Elizabeth Taylor,1952
Joan Fontaine,1952
George Sanders,1952
James Dean,1952
Norman Taurog,1952
William Bendix,1952
Doris Day,1952
Peter Sellers,1952
Laurence Olivier,1952
Jennifer Jones,1952
William Wyler,1952
Clark Gable,1952
Ava Gardner,1952
Lionel Barrymore,1952
Beulah Bondi,1952
Audrey Hepburn,1952
Valentina Cortese,1952
Jean Simmons,1952
Gene Lockhart,1952
Anouk Aimée,1952
Peter Ustinov,1952
Erich von Stroheim,1952
Gregory Peck,1952
Ann Blyth,1952
Mervyn LeRoy,1952
Gene Tierney,1952
Leo Genn,1952
Anne Baxter,1952
Jeanne Crain,1952
Henry Koster,1952
Henry Hathaway,1952
Jean Negulesco,1952
Charles Boyer,1952
Robert Mitchum,1952
Arthur Hunnicutt,1952
Deborah Kerr,1952
Louis Calhern,1952
Eve Arden,1952
James Gleason,1952
Jane Darwell,1952
Lee Marvin,1952
Piper Laurie,1952
Rock Hudson,1952
Gloria Swanson,1952
Peggy Lee,1952
Michael Curtiz,1952
Claudette Colbert,1952
Sidney Poitier,1952
Stuart Whitman,1952
Clifton Webb,1952
Ruth Hussey,1952
James Cagney,1952
Dan Dailey,1952
William Demarest,1952
Marisa Pavan,1952
Irene Dunne,1952
Dean Jagger,1952
John Mills,1952
Charlton Heston,1952
Karl Malden,1952
King Vidor,1952
Claude Rains,1952
Robert Morley,1952
Shelley Winters,1952
Beatrice Straight,1952
George Stevens,1952
Thomas Gomez,1952
Humphrey Bogart,1952
Ethel Barrymore,1952
Kim Hunter,1952
Richard Brooks,1952
Trevor Howard,1952
Richard Attenborough,1952
Hermione Baddeley,1952
Teresa Wright,1952
Celia Johnson,1952
Margaret Leighton,1952
Richard Todd,1952
Flora Robson,1952
Stanley Holloway,1952
Jane Wyman,1952
Dorothy McGuire,1952
Michael Chekhov,1952
Laurence Harvey,1952
Marcello Mastroianni,1952
Alec Guinness,1952
Glynis Johns,1952
Paul Muni,1952
Joan Lorring,1952
Pietro Germi,1952
Sophia Loren,1952
John Sturges,1952
Mischa Auer,1952
Lee J. Cobb,1952
George Seaton,1952
Angela Lansbury,1952
Larry Parks,1952
Dorothy Malone,1952
Walter Brennan,1952
Diane Cilento,1952
Mickey Rooney,1952
Patricia Neal,1952
Cornel Wilde,1952
Gladys Cooper,1952
Dan O'Herlihy,1952
Orson Welles,1952
Charles Crichton,1952
Tony Curtis,1952
Joel Grey,1952
Claire Trevor,1952
Leslie Caron,1952
Eddie Albert,1952
Loretta Young,1952
Jeff Chandler,1952
Gig Young,1952
Frank Sinatra,1952
George Roy Hill,1952
Jan Sterling,1952
Merle Oberon,1952
Oskar Werner,1952
Robert Z. Leonard,1952
Cecil Kellaway,1952
Helen Hayes,1952
Van Heflin,1952
Leo McCarey,1952
Brian Donlevy,1952
Mercedes McCambridge,1952
William Wellman,1952
Martha Hyer,1952
Paulette Goddard,1952
Jack Kruschen,1952
Miriam Hopkins,1952
Agnes Moorehead,1952
Ethel Waters,1952
Brandon De Wilde,1952
Rex Harrison,1952
Chill Wills,1952
Kay Medford,1952
William Powell,1952
Burt Lancaster,1953
Montgomery Clift,1953
Deborah Kerr,1953
Donna Reed,1953
Frank Sinatra,1953
Ernest Borgnine,1953
Jack Warden,1953
Fred Zinnemann,1953
Fred Astaire,1953
Ava Gardner,1953
Vincente Minnelli,1953
Gregory Peck,1953
Audrey Hepburn,1953
Eddie Albert,1953
William Wyler,1953
Jean Arthur,1953
Van Heflin,1953
Ellen Corby,1953
George Stevens,1953
William Holden,1953
Otto Preminger,1953
Billy Wilder,1953
Leslie Caron,1953
Charles Walters,1953
Clark Gable,1953
Grace Kelly,1953
John Ford,1953
David Niven,1953
Maggie McNamara,1953
Tom Tully,1953
Jean Simmons,1953
Charles Laughton,1953
Cecil Kellaway,1953
Charles Coburn,1953
Howard Hawks,1953
Stanley Kubrick,1953
Stanley Holloway,1953
Hugh Griffith,1953
Charles Crichton,1953
Glynis Johns,1953
Richard Todd,1953
Marlon Brando,1953
Lee Marvin,1953
Richard Widmark,1953
Thelma Ritter,1953
Lauren Bacall,1953
William Powell,1953
Jean Negulesco,1953
Carolyn Jones,1953
Anne Baxter,1953
Karl Malden,1953
Brian Aherne,1953
Alfred Hitchcock,1953
Clifton Webb,1953
Barbara Stanwyck,1953
George Chakiris,1953
Denholm Elliott,1953
Robert Ryan,1953
Joan Crawford,1953
Gig Young,1953
Marjorie Rambeau,1953
Dorothy Malone,1953
Henry Hathaway,1953
Ann Sothern,1953
Humphrey Bogart,1953
Richard Brooks,1953
Leo Genn,1953
Elsa Lanchester,1953
Chill Wills,1953
Jane Wyman,1953
Ray Milland,1953
Alexander Hall,1953
Robert Mitchum,1953
Barbara O'Neil,1953
Alec Guinness,1953
Celia Johnson,1953
Bing Crosby,1953
George Seaton,1953
James Mason,1953
John Gielgud,1953
Louis Calhern,1953
Edmond O'Brien,1953
Greer Garson,1953
Joseph L. Mankiewicz,1953
Gloria Grahame,1953
Jack Palance,1953
John Mills,1953
Doris Day,1953
John Sturges,1953
John Wayne,1953
Jennifer Jones,1953
Vittorio De Sica,1953
Federico Fellini,1953
Jeanne Crain,1953
Michelangelo Antonioni,1953
Geraldine Page,1953
John Farrow,1953
Debbie Reynolds,1953
Bob Fosse,1953
Ingmar Bergman,1953
Norman Taurog,1953
Laurence Olivier,1953
Lew Ayres,1953
Richard Burton,1953
Robert Wise,1953
Flora Robson,1953
Jack Kruschen,1953
Gene Tierney,1953
Theodore Bikel,1953
Ethel Barrymore,1953
Kirk Douglas,1953
Agnes Moorehead,1953
Martha Hyer,1953
José Ferrer,1953
Judith Anderson,1953
William Dieterle,1953
Anthony Quinn,1953
Dean Jagger,1953
Henry Koster,1953
Trevor Howard,1953
Peter Finch,1953
Tony Curtis,1953
Janet Leigh,1953
Sophia Loren,1953
Spencer Tracy,1953
Teresa Wright,1953
Anthony Perkins,1953
George Cukor,1953
James Whitmore,1953
Susan Hayward,1953
Charlton Heston,1953
Fay Bainter,1953
Margaret Wycherly,1953
James Cagney,1953
Ann Blyth,1953
Lewis Stone,1953
Cary Grant,1953
Walter Pidgeon,1953
Hermione Baddeley,1953
James Dean,1953
Michael Curtiz,1953
Margaret Rutherford,1953
Charles Boyer,1953
Richard Jaeckel,1953
Ingrid Bergman,1953
Anna Magnani,1953
Gary Cooper,1953
Edward Dmytryk,1953
Joan Fontaine,1953
Edmund Gwenn,1953
Jane Darwell,1953
Robert Morley,1953
J. Carrol Naish,1953
Fredric March,1953
Adolphe Menjou,1953
Elia Kazan,1953
Wendy Hiller,1953
Jan Sterling,1953
Arthur Hunnicutt,1953
Katy Jurado,1953
Gene Lockhart,1953
William Demarest,1953
Rock Hudson,1953
Piper Laurie,1953
Una Merkel,1953
J. Lee Thompson,1953
Michael Anderson,1953
Mickey Rooney,1953
Anouk Aimée,1953
George Sanders,1953
Lilia Skala,1953
Walter Lang,1953
Robert Stack,1953
Carol Reed,1953
Lana Turner,1953
Jean Hagen,1953
Beulah Bondi,1953
Rita Moreno,1953
Mervyn LeRoy,1953
Laurence Harvey,1953
Valentina Cortese,1953
Marcello Mastroianni,1953
Nancy Olson,1953
Raymond Massey,1953
Jeff Chandler,1953
Eleanor Parker,1953
Marisa Pavan,1953
Ben Johnson,1953
Nina Foch,1953
Marjorie Main,1953
Victor McLaglen,1953
Elizabeth Taylor,1953
Lee Strasberg,1953
Cornel Wilde,1953
Anne Bancroft,1953
Carroll Baker,1953
Stuart Whitman,1953
John Marley,1953
Paulette Goddard,1953
Anatole Litvak,1953
Dorothy Dandridge,1953
Dan Dailey,1953
Mildred Dunnock,1953
Lewis Milestone,1953
Rosalind Russell,1953
Cara Williams,1953
Simone Signoret,1953
Juanita Moore,1953
Claire Trevor,1953
Akim Tamiroff,1953
Aline MacMahon,1953
Robert Z. Leonard,1953
Thomas Gomez,1953
Orson Welles,1953
Walter Brennan,1953
Broderick Crawford,1953
Charles Bickford,1953
Angela Lansbury,1953
Steve McQueen,1953
Dan O'Herlihy,1953
Pietro Germi,1953
Loretta Young,1953
Gladys George,1953
Brian Donlevy,1953
Roland Young,1953
Ruth Hussey,1953
Eve Arden,1953
Hope Emerson,1953
Roman Polanski,1953
Lee J. Cobb,1953
Erich von Stroheim,1953
Lila Kedrova,1953
Maurice Chevalier,1953
Akira Kurosawa,1954
Marlon Brando,1954
Karl Malden,1954
Lee J. Cobb,1954
Rod Steiger,1954
Eva Marie Saint,1954
Martin Balsam,1954
Elia Kazan,1954
Russ Tamblyn,1954
Humphrey Bogart,1954
José Ferrer,1954
Tom Tully,1954
Lee Marvin,1954
Edward Dmytryk,1954
James Stewart,1954
Grace Kelly,1954
Thelma Ritter,1954
Alfred Hitchcock,1954
Ray Milland,1954
Clifton Webb,1954
Dorothy McGuire,1954
Maggie McNamara,1954
Jean Negulesco,1954
Dorothy Malone,1954
James Whitmore,1954
Edmund Gwenn,1954
William Holden,1954
Mickey Rooney,1954
Fredric March,1954
Frank Sinatra,1954
James Gleason,1954
Burt Lancaster,1954
David Niven,1954
Margaret Leighton,1954
Michael Redgrave,1954
Joan Crawford,1954
Mercedes McCambridge,1954
Ernest Borgnine,1954
Audrey Hepburn,1954
Martha Hyer,1954
Ellen Corby,1954
Billy Wilder,1954
Van Heflin,1954
Anne Bancroft,1954
Hermione Baddeley,1954
Eleanor Parker,1954
Charlton Heston,1954
Gary Cooper,1954
John Wayne,1954
Claire Trevor,1954
Robert Stack,1954
Jan Sterling,1954
William A. Wellman,1954
Spencer Tracy,1954
Richard Widmark,1954
Katy Jurado,1954
Barbara Stanwyck,1954
Walter Pidgeon,1954
Shelley Winters,1954
Louis Calhern,1954
Dean Jagger,1954
Nina Foch,1954
Robert Wise,1954
Robert Mitchum,1954
Otto Preminger,1954
Debbie Reynolds,1954
Dan Dailey,1954
Walter Lang,1954
Susan Hayward,1954
Jean Simmons,1954
Richard Burton,1954
Judy Holliday,1954
Jack Lemmon,1954
George Cukor,1954
Marjorie Main,1954
Vincente Minnelli,1954
Anthony Quinn,1954
Federico Fellini,1954
Gloria Grahame,1954
Broderick Crawford,1954
Stuart Whitman,1954
Paulette Goddard,1954
Anne Baxter,1954
Bing Crosby,1954
George Chakiris,1954
Michael Curtiz,1954
Judy Garland,1954
James Mason,1954
Charles Bickford,1954
Teresa Wright,1954
Beulah Bondi,1954
Gene Lockhart,1954
George Sanders,1954
Juanita Moore,1954
Elizabeth Taylor,1954
Peter Finch,1954
William Dieterle,1954
Joan Fontaine,1954
Basil Rathbone,1954
Hope Emerson,1954
Charles Coburn,1954
Jane Wyman,1954
Rock Hudson,1954
Agnes Moorehead,1954
Ann Blyth,1954
Merle Oberon,1954
Carolyn Jones,1954
Henry Koster,1954
Marisa Pavan,1954
Gregory Peck,1954
Jack Albertson,1954
Kirk Douglas,1954
Paul Lukas,1954
J. Carrol Naish,1954
Gene Tierney,1954
Peter Ustinov,1954
Michael Chekhov,1954
Clark Gable,1954
Lana Turner,1954
Rita Moreno,1954
Henry Hathaway,1954
Sophia Loren,1954
Janet Leigh,1954
Norman Taurog,1954
Donna Reed,1954
Richard Brooks,1954
Elsa Lanchester,1954
Robert Morley,1954
Rosemary Harris,1954
George Seaton,1954
Rex Harrison,1954
Laurence Harvey,1954
Piper Laurie,1954
William Bendix,1954
Glynis Johns,1954
Bessie Love,1954
J. Lee Thompson,1954
Ingmar Bergman,1954
Margaret Rutherford,1954
Omar Sharif,1954
Vittorio De Sica,1954
Valentina Cortese,1954
Thomas Gomez,1954
Claudette Colbert,1954
Orson Welles,1954
Dorothy Dandridge,1954
Diahann Carroll,1954
Jack Palance,1954
Paul Newman,1954
Natalie Wood,1954
Ingrid Bergman,1954
Alec Guinness,1954
Gene Kelly,1954
Arthur Hunnicutt,1954
Mervyn LeRoy,1954
Chill Wills,1954
Sidney Poitier,1954
Ruby Dee,1954
Alexander Knox,1954
Hugh Griffith,1954
Victor McLaglen,1954
Donald Crisp,1954
Brian Aherne,1954
Theodore Bikel,1954
Charles Crichton,1954
Akim Tamiroff,1954
Dan O'Herlihy,1954
Richard Attenborough,1954
Lauren Bacall,1954
Cornel Wilde,1954
Nancy Olson,1954
Marcello Mastroianni,1954
Lila Kedrova,1954
Robert Siodmak,1954
Michael Cacoyannis,1954
Greer Garson,1954
Robert Ryan,1954
Robert Z. Leonard,1954
Walter Brennan,1954
Ginger Rogers,1954
Tony Curtis,1954
Barry Fitzgerald,1954
Leo Genn,1954
Denholm Elliott,1954
Lewis Milestone,1954
Robert Rossen,1954
Shirley Booth,1954
Patricia Neal,1954
Stanley Holloway,1954
John Schlesinger,1954
Robert Donat,1954
Mischa Auer,1954
Jeanne Crain,1954
Maurice Chevalier,1954
Marjorie Rambeau,1954
Diane Cilento,1954
Doris Day,1954
Edmond O'Brien,1954
John Farrow,1954
Trevor Howard,1954
Spring Byington,1954
Cara Williams,1954
Pietro Germi,1954
Richard Jaeckel,1954
Frank Lloyd,1954
Colette Marchand,1954
Jack Kruschen,1954
Michael Mann,1954
William Demarest,1954
James Stewart,1955
Cloris Leachman,1955
Jane Wyman,1955
Rock Hudson,1955
Agnes Moorehead,1955
Alec Guinness,1955
Peter Sellers,1955
Robert Mitchum,1955
Shelley Winters,1955
Lillian Gish,1955
James Gleason,1955
Charles Laughton,1955
James Dean,1955
Natalie Wood,1955
Sal Mineo,1955
Dennis Hopper,1955
Jennifer Jones,1955
William Holden,1955
Rosalind Russell,1955
Cliff Robertson,1955
Arthur O'Connell,1955
Joshua Logan,1955
Simone Signoret,1955
Doris Day,1955
James Cagney,1955
Tom Tully,1955
Frank Sinatra,1955
Eleanor Parker,1955
Otto Preminger,1955
Spencer Tracy,1955
Robert Ryan,1955
Dean Jagger,1955
Walter Brennan,1955
Ernest Borgnine,1955
Lee Marvin,1955
John Sturges,1955
Richard Todd,1955
Michael Redgrave,1955
Susan Hayward,1955
Eddie Albert,1955
Jo Van Fleet,1955
Katharine Hepburn,1955
David Lean,1955
Cecil Kellaway,1955
Cary Grant,1955
Grace Kelly,1955
Alfred Hitchcock,1955
Peggy Lee,1955
Raymond Massey,1955
Burl Ives,1955
Elia Kazan,1955
Melina Mercouri,1955
Michael Cacoyannis,1955
Glynis Johns,1955
Basil Rathbone,1955
Angela Lansbury,1955
Mildred Natwick,1955
Sidney Poitier,1955
Louis Calhern,1955
Richard Brooks,1955
Edmund Gwenn,1955
Shirley MacLaine,1955
Mildred Dunnock,1955
Oscar Homolka,1955
Carolyn Jones,1955
Billy Wilder,1955
Brian Donlevy,1955
Stanley Kubrick,1955
José Ferrer,1955
Trevor Howard,1955
John Mills,1955
Theodore Bikel,1955
Joan Crawford,1955
Anthony Quayle,1955
Laurence Olivier,1955
Ralph Richardson,1955
John Gielgud,1955
Dorothy McGuire,1955
Arthur Kennedy,1955
Katy Jurado,1955
Van Heflin,1955
James Whitmore,1955
Nancy Olson,1955
Dorothy Malone,1955
Cornel Wilde,1955
Roman Polanski,1955
Humphrey Bogart,1955
Fredric March,1955
Martha Scott,1955
Gig Young,1955
William Wyler,1955
Jules Dassin,1955
Leslie Caron,1955
Elsa Lanchester,1955
Charles Walters,1955
William Bendix,1955
Clark Gable,1955
Jack Kruschen,1955
Edward Dmytryk,1955
Ethel Barrymore,1955
Akira Kurosawa,1955
Fred Astaire,1955
Thelma Ritter,1955
Jean Negulesco,1955
Gary Cooper,1955
Charles Bickford,1955
Ralph Bellamy,1955
Rod Steiger,1955
Bette Davis,1955
Dan O'Herlihy,1955
Henry Koster,1955
Donald Crisp,1955
John Ford,1955
Peter Ustinov,1955
Michael Curtiz,1955
Jean Renoir,1955
Clint Eastwood,1955
Broderick Crawford,1955
Federico Fellini,1955
Jack Palance,1955
Jean Hagen,1955
Howard Hawks,1955
Gene Tierney,1955
Lee J. Cobb,1955
Olivia de Havilland,1955
Paul Scofield,1955
Lana Turner,1955
Celia Johnson,1955
Carol Reed,1955
George Sanders,1955
Jeanne Crain,1955
Jack Albertson,1955
Barbara Stanwyck,1955
Richard Jaeckel,1955
Anne Baxter,1955
Jeff Chandler,1955
Chester Morris,1955
J. Carrol Naish,1955
Robert Morley,1955
Marlon Brando,1955
Jean Simmons,1955
Joseph L. Mankiewicz,1955
Nina Foch,1955
Norman Taurog,1955
Robert Stack,1955
Richard Burton,1955
Maggie McNamara,1955
Eva Le Gallienne,1955
Gene Kelly,1955
Dan Dailey,1955
Erich von Stroheim,1955
Orson Welles,1955
Stuart Whitman,1955
Gloria Grahame,1955
Shirley Jones,1955
Fred Zinnemann,1955
Robert Siodmak,1955
Deborah Kerr,1955
Rita Moreno,1955
Hope Emerson,1955
Omar Sharif,1955
John Wayne,1955
John Farrow,1955
Vivien Leigh,1955
Anatole Litvak,1955
Arthur Hunnicutt,1955
Frank Lloyd,1955
Claudette Colbert,1955
Ann Blyth,1955
Monty Woolley,1955
Vincente Minnelli,1955
Ingmar Bergman,1955
Martha Hyer,1955
Joanne Woodward,1955
Jan Sterling,1955
Charlton Heston,1955
William Demarest,1955
Valentina Cortese,1955
William Dieterle,1955
Richard Attenborough,1955
Oskar Werner,1955
Burt Lancaster,1955
Walter Matthau,1955
Una Merkel,1955
Michelangelo Antonioni,1955
Jack Lemmon,1955
Sophia Loren,1955
Vittorio De Sica,1955
Alexander Knox,1955
Denholm Elliott,1955
Betsy Blair,1955
Joe Mantell,1955
Delbert Mann,1955
Ginger Rogers,1955
Henry Fonda,1955
William Powell,1955
Mervyn LeRoy,1955
Sylvia Sidney,1955
Anna Magnani,1955
Marisa Pavan,1955
Debbie Reynolds,1955
Walter Pidgeon,1955
Russ Tamblyn,1955
Jane Darwell,1955
Victor McLaglen,1955
Laurence Harvey,1955
Mary Ure,1955
Diane Cilento,1955
Peter Finch,1955
Maximilian Schell,1955
Rex Harrison,1955
Margaret Leighton,1955
Kirk Douglas,1955
Donna Reed,1955
Leo Genn,1955
Marjorie Rambeau,1955
Marcello Mastroianni,1955
David Niven,1955
Robert Z. Leonard,1955
Anthony Quinn,1955
Claire Trevor,1955
King Vidor,1955
Janet Leigh,1955
Bob Fosse,1955
Stanley Holloway,1955
Margaret Rutherford,1955
J. Lee Thompson,1955
Ray Milland,1955
Peter Glenville,1955
Ellen Corby,1955
Hugh Griffith,1955
Piper Laurie,1955
Henry Hathaway,1955
John Cassavetes,1955
Ben Johnson,1955
Gladys Cooper,1955
Bessie Love,1955
Anne Bancroft,1955
Mischa Auer,1955
Tony Curtis,1955
Marjorie Main,1955
Anouk Aimée,1955
Larry Parks,1955
Charles Boyer,1955
Lila Kedrova,1955
Akim Tamiroff,1955
Lewis Milestone,1955
Juanita Moore,1955
John Marley,1955
Greer Garson,1955
Chill Wills,1955
Lee Grant,1955
Thomas Gomez,1955
Adolphe Menjou,1955
Mickey Rooney,1955
Gene Lockhart,1955
Walter Pidgeon,1956
Carolyn Jones,1956
John Wayne,1956
Natalie Wood,1956
John Ford,1956
Charlton Heston,1956
Yul Brynner,1956
Anne Baxter,1956
Nina Foch,1956
Martha Scott,1956
Judith Anderson,1956
H. B. Warner,1956
Cecil B. DeMille,1956
Gary Cooper,1956
Dorothy McGuire,1956
Anthony Perkins,1956
Marjorie Main,1956
William Wyler,1956
Elizabeth Taylor,1956
Rock Hudson,1956
James Dean,1956
Carroll Baker,1956
Chill Wills,1956
Mercedes McCambridge,1956
Sal Mineo,1956
Dennis Hopper,1956
George Stevens,1956
Grace Kelly,1956
Alec Guinness,1956
Brian Aherne,1956
Agnes Moorehead,1956
Kirk Douglas,1956
Anthony Quinn,1956
Vincente Minnelli,1956
George Cukor,1956
Anthony Quayle,1956
Peter Finch,1956
Ingrid Bergman,1956
Helen Hayes,1956
Akim Tamiroff,1956
Anatole Litvak,1956
Raymond Massey,1956
Bing Crosby,1956
Frank Sinatra,1956
Celeste Holm,1956
Louis Calhern,1956
Charles Walters,1956
Stanley Kubrick,1956
Arthur O'Connell,1956
Eileen Heckart,1956
