name,year
Lila Kedrova,1974
Valentina Cortese,1974
Ben Kingsley,1974
Jack Cardiff,1974
Robert Loggia,1974
Gloria Grahame,1974
Rip Torn,1974
Cliff Robertson,1974
Joel Grey,1974
Penelope Milford,1974
Frank Perry,1974
José Ferrer,1974
Laurence Harvey,1974
Stuart Whitman,1974
Carroll Baker,1974
Marisa Pavan,1974
Walter Pidgeon,1974
Isabelle Adjani,1974
Michael J. Pollard,1974
John Houseman,1974
Ryan O'Neal,1975
Stanley Kubrick,1975
Richard Burton,1975
Susan Sarandon,1975
Roy Scheider,1975
Richard Dreyfuss,1975
Robert Shaw,1975
Steven Spielberg,1975
Ned Beatty,1975
Ronee Blakley,1975
Lily Tomlin,1975
Karen Black,1975
Robert Altman,1975
Al Pacino,1975
Charles Durning,1975
Chris Sarandon,1975
Carol Kane,1975
Sidney Lumet,1975
Maximilian Schell,1975
Arthur Hiller,1975
James Whitmore,1975
Giancarlo Giannini,1975
Lina Wertmüller,1975
Barbara Hershey,1975
Shelley Winters,1975
Isabelle Adjani,1975
François Truffaut,1975
Glenda Jackson,1975
Gérard Depardieu,1975
Barbet Schroeder,1975
Robert Redford,1975
Faye Dunaway,1975
Cliff Robertson,1975
Max von Sydow,1975
John Houseman,1975
Sydney Pollack,1975
George C. Scott,1975
Anne Bancroft,1975
Gig Young,1975
Burgess Meredith,1975
Robert Wise,1975
Warren Beatty,1975
Julie Christie,1975
Goldie Hawn,1975
Lee Grant,1975
Jack Warden,1975
Hal Ashby,1975
Woody Allen,1975
Diane Keaton,1975
Barbra Streisand,1975
James Caan,1975
Omar Sharif,1975
Herbert Ross,1975
Sylvester Stallone,1975
Ralph Richardson,1975
Norman Jewison,1975
Ann-Margret,1975
Jack Nicholson,1975
Ken Russell,1975
James Mason,1975
Sean Connery,1975
Candice Bergen,1975
John Huston,1975
Michael Caine,1975
Kate Nelligan,1975
Burt Reynolds,1975
Madeline Kahn,1975
Eileen Brennan,1975
Mildred Natwick,1975
Peter Bogdanovich,1975
John Wayne,1975
Katharine Hepburn,1975
Akira Kurosawa,1975
Jack Lemmon,1975
Gene Hackman,1975
James Woods,1975
Melanie Griffith,1975
Arthur Penn,1975
Diana Ross,1975
Anthony Perkins,1975
Beah Richards,1975
Nina Foch,1975
Peter Sellers,1975
Christopher Plummer,1975
Martin Balsam,1975
Clint Eastwood,1975
George Kennedy,1975
Michelangelo Antonioni,1975
James Coburn,1975
Stockard Channing,1975
Mike Nichols,1975
Peter Ustinov,1975
Helen Hayes,1975
Katharine Ross,1975
Alan Bates,1975
Bob Hoskins,1975
Gene Wilder,1975
Albert Finney,1975
Paul Newman,1975
Joanne Woodward,1975
Anthony Franciosa,1975
Richard Jaeckel,1975
Ernest Borgnine,1975
Eddie Albert,1975
John Travolta,1975
Robert Duvall,1975
Burt Young,1975
Ingmar Bergman,1975
George Roy Hill,1975
Arthur O'Connell,1975
Nigel Hawthorne,1975
Eileen Heckart,1975
Bill Murray,1975
Charlotte Rampling,1975
Simone Signoret,1975
Richard Attenborough,1975
Jack Palance,1975
Michael J. Pollard,1975
Ian Bannen,1975
Sally Kirkland,1975
Richard Brooks,1975
James Ivory,1975
Arthur Hunnicutt,1975
Geraldine Page,1975
Jackie Earle Haley,1975
John Schlesinger,1975
Jacki Weaver,1975
Peter Weir,1975
Sidney Poitier,1975
Patty McCormack,1975
Bruce Dern,1975
Peter Fonda,1975
Ron Moody,1975
Hugh Griffith,1975
Louis Malle,1975
Randy Quaid,1975
Robert Morley,1975
Burl Ives,1975
David Niven,1975
Catherine Deneuve,1975
J. Lee Thompson,1975
Bing Crosby,1975
Fred Astaire,1975
Marlene Dietrich,1975
Clark Gable,1975
Cary Grant,1975
George Burns,1975
Warner Baxter,1975
Humphrey Bogart,1975
James Cagney,1975
Betty Compson,1975
Gary Cooper,1975
Cecil B. DeMille,1975
Marcello Mastroianni,1975
Terence Stamp,1975
Ava Gardner,1975
Eve Arden,1975
George Segal,1975
Robert Mitchum,1975
Sylvia Miles,1975
John Cassavetes,1975
Yul Brynner,1975
Costa-Gavras,1975
Estelle Parsons,1975
John G. Avildsen,1975
Jeff Bridges,1975
Sam Waterston,1975
Frank Perry,1975
John Hurt,1975
John Mills,1975
Edward Dmytryk,1975
Mickey Rooney,1975
Laurence Fishburne,1975
Paul Winfield,1975
Mildred Dunnock,1975
Jon Voight,1975
Martin Ritt,1975
Trevor Howard,1975
Susannah York,1975
Anthony Hopkins,1975
Kirk Douglas,1975
Ray Milland,1975
Dean Stockwell,1975
"Louis Gossett, Jr.",1975
Liza Minnelli,1975
Tom Conti,1975
Stanley Holloway,1975
Jackie Cooper,1975
Lila Kedrova,1975
Claude Lelouch,1975
Shirley MacLaine,1975
Walter Matthau,1975
F. Murray Abraham,1975
John Gielgud,1975
Margaret Leighton,1975
Vivien Merchant,1975
Louise Fletcher,1975
Brad Dourif,1975
Harvey Keitel,1975
Sophia Loren,1975
Telly Savalas,1975
Denholm Elliott,1975
Isabelle Huppert,1975
Rod Steiger,1975
Lee Remick,1975
Natalie Wood,1975
Alan Arkin,1975
Art Carney,1975
Sally Kellerman,1975
Lynn Redgrave,1975
Lasse Hallström,1975
Cloris Leachman,1975
Stuart Whitman,1975
Ann Sothern,1975
Jonathan Demme,1975
Nick Nolte,1975
Jeannie Berlin,1975
Elliott Gould,1975
Lee J. Cobb,1975
Marie-Christine Barrault,1975
Vanessa Redgrave,1975
Cornel Wilde,1975
Geneviève Bujold,1975
James Earl Jones,1975
Lilia Skala,1975
Joan Hackett,1975
John Marley,1975
Edward James Olmos,1975
Valentina Cortese,1975
Arthur Kennedy,1975
Krzysztof Kieślowski,1975
Tony Curtis,1975
Sarah Miles,1975
Judith Anderson,1975
Scott Hicks,1975
Walter Brennan,1975
Vincent Gardenia,1975
Carroll Baker,1975
Jason Robards,1975
Robert Vaughn,1975
Rita Moreno,1975
Liv Ullmann,1975
Tommy Lee Jones,1975
Burt Lancaster,1975
Mike Leigh,1975
William Demarest,1975
José Ferrer,1975
Federico Fellini,1975
Robert De Niro,1976
Jodie Foster,1976
Albert Brooks,1976
Harvey Keitel,1976
Martin Scorsese,1976
Sylvester Stallone,1976
Talia Shire,1976
Burt Young,1976
Burgess Meredith,1976
John G. Avildsen,1976
Clint Eastwood,1976
Chief Dan George,1976
Sondra Locke,1976
Melinda Dillon,1976
Randy Quaid,1976
Hal Ashby,1976
Faye Dunaway,1976
William Holden,1976
Peter Finch,1976
Robert Duvall,1976
Beatrice Straight,1976
Ned Beatty,1976
Sidney Lumet,1976
Gregory Peck,1976
Lee Remick,1976
Alan Parker,1976
Burt Reynolds,1976
James Caan,1976
Liza Minnelli,1976
Anne Bancroft,1976
Paul Newman,1976
Walter Matthau,1976
Tatum O'Neal,1976
Jackie Earle Haley,1976
Jeff Bridges,1976
Jessica Lange,1976
Gene Wilder,1976
Jill Clayburgh,1976
Arthur Hiller,1976
Tony Curtis,1976
Robert Mitchum,1976
Jack Nicholson,1976
Ray Milland,1976
Seymour Cassel,1976
Anjelica Huston,1976
Elia Kazan,1976
Eileen Brennan,1976
James Coco,1976
Peter Falk,1976
Alec Guinness,1976
Elsa Lanchester,1976
David Niven,1976
Peter Sellers,1976
Maggie Smith,1976
Gérard Depardieu,1976
Burt Lancaster,1976
Bernardo Bertolucci,1976
Christopher Plummer,1976
Peter Firth,1976
John Gielgud,1976
Trevor Howard,1976
Stockard Channing,1976
José Ferrer,1976
Ruth Gordon,1976
Sally Kellerman,1976
Lynn Redgrave,1976
Woody Allen,1976
Martin Ritt,1976
Oskar Werner,1976
Lee Grant,1976
Max von Sydow,1976
James Mason,1976
Orson Welles,1976
Katharine Ross,1976
Denholm Elliott,1976
Wendy Hiller,1976
Janet Suzman,1976
Jonathan Pryce,1976
Cliff Robertson,1976
Geneviève Bujold,1976
John Lithgow,1976
Nigel Hawthorne,1976
Mike Leigh,1976
Bruce Dern,1976
Karen Black,1976
Alfred Hitchcock,1976
François Truffaut,1976
Bruce Davison,1976
Peter Yates,1976
Sean Connery,1976
Audrey Hepburn,1976
Ian Holm,1976
Richard Harris,1976
Gary Busey,1976
Ryan O'Neal,1976
Peter Bogdanovich,1976
Lee Marvin,1976
Claude Lelouch,1976
Marlon Brando,1976
Frederic Forrest,1976
Arthur Penn,1976
Sophia Loren,1976
Ava Gardner,1976
Lee Strasberg,1976
John Cassavetes,1976
Peter Fonda,1976
Yul Brynner,1976
Fred Astaire,1976
Gene Kelly,1976
Jacki Weaver,1976
Anthony Quinn,1976
Barbra Streisand,1976
Sally Kirkland,1976
Sally Field,1976
Richard Jaeckel,1976
Federico Fellini,1976
Robert Redford,1976
Dustin Hoffman,1976
Jack Warden,1976
Martin Balsam,1976
Hal Holbrook,1976
Jason Robards,1976
Jane Alexander,1976
Lindsay Crouse,1976
F. Murray Abraham,1976
Alan J. Pakula,1976
Bette Davis,1976
Eileen Heckart,1976
Goldie Hawn,1976
George Segal,1976
Rip Torn,1976
Candy Clark,1976
Buck Henry,1976
Sissy Spacek,1976
Ingrid Bergman,1976
Charles Boyer,1976
Vincente Minnelli,1976
Elizabeth Taylor,1976
Jane Fonda,1976
Cicely Tyson,1976
Robert Morley,1976
George Cukor,1976
Richard Widmark,1976
John Travolta,1976
Piper Laurie,1976
Amy Irving,1976
Carolyn Jones,1976
Stuart Whitman,1976
James Earl Jones,1976
Gale Sondergaard,1976
Chris Sarandon,1976
Mariel Hemingway,1976
Elliott Gould,1976
Geraldine Fitzgerald,1976
Sam Elliott,1976
Anne Archer,1976
Kathleen Quinlan,1976
Joe Pesci,1976
Edouard Molinaro,1976
Dennis Hopper,1976
Dean Stockwell,1976
Laurence Olivier,1976
Roy Scheider,1976
John Schlesinger,1976
Giancarlo Giannini,1976
Ralph Bellamy,1976
Kim Hunter,1976
Melanie Griffith,1976
Ernest Borgnine,1976
Michael Caine,1976
Anthony Quayle,1976
John Sturges,1976
Shelley Winters,1976
Christopher Walken,1976
Bill Murray,1976
Jack Palance,1976
Isabelle Huppert,1976
Peter Jackson,1976
Krzysztof Kieślowski,1976
Rita Moreno,1976
Bessie Love,1976
Rod Steiger,1976
Valerie Perrine,1976
Rock Hudson,1976
Diane Ladd,1976
Peter O'Toole,1976
"Louis Gossett, Jr.",1976
Diane Keaton,1976
Jack Gilford,1976
Charles Durning,1976
Lesley Ann Warren,1976
Mark Rydell,1976
Carroll Baker,1976
Valentina Cortese,1976
Marcello Mastroianni,1976
John Huston,1976
Gary Cooper,1976
Edward Dmytryk,1976
Otto Preminger,1976
Richard Burton,1976
Glenda Jackson,1976
Brenda Vaccaro,1976
Lana Turner,1976
Celeste Holm,1976
Joan Hackett,1976
Peter Ustinov,1976
Charlotte Rampling,1976
Sam Waterston,1976
Nick Nolte,1976
Catherine Deneuve,1976
Sylvia Miles,1976
John Houseman,1976
Maximilian Schell,1976
J. Lee Thompson,1976
Madeline Kahn,1976
Art Carney,1976
Teri Garr,1976
Joan Blondell,1976
William Demarest,1976
Broderick Crawford,1976
Walter Pidgeon,1976
Jonathan Demme,1976
Alan Arkin,1976
Samantha Eggar,1976
Joel Grey,1976
Vanessa Redgrave,1976
Herbert Ross,1976
Susannah York,1976
John Mills,1976
Barbara Hershey,1976
Margaret Leighton,1976
Susan Tyrrell,1976
Charlton Heston,1976
James Coburn,1976
Russ Tamblyn,1976
Katy Jurado,1976
Jack Wild,1976
Telly Savalas,1976
Lee J. Cobb,1976
Meryl Streep,1976
George Miller,1976
Juanita Moore,1976
Susan Sarandon,1976
Mildred Dunnock,1976
Charles Walters,1976
Tommy Lee Jones,1976
Ann-Margret,1976
Hugh Griffith,1976
Sarah Miles,1976
Vincent Gardenia,1976
Ron Howard,1976
Eddie Albert,1976
Shirley Knight,1976
Roberto Benigni,1976
Omar Sharif,1976
Martin Landau,1976
Simone Signoret,1976
John Ford,1976
Jack Lemmon,1976
Billy Wilder,1976
James Woods,1976
Gloria Grahame,1976
Paul Winfield,1976
James Dean,1976
Natalie Wood,1976
Sal Mineo,1976
Debra Winger,1976
Leslie Caron,1976
Adrian Lyne,1976
Burl Ives,1976
Harrison Ford,1977
Alec Guinness,1977
James Earl Jones,1977
George Lucas,1977
John Travolta,1977
Woody Allen,1977
Diane Keaton,1977
Carol Kane,1977
Christopher Walken,1977
Richard Dreyfuss,1977
Teri Garr,1977
Melinda Dillon,1977
François Truffaut,1977
Steven Spielberg,1977
Jane Fonda,1977
Vanessa Redgrave,1977
Jason Robards,1977
Hal Holbrook,1977
Maximilian Schell,1977
Meryl Streep,1977
Fred Zinnemann,1977
Sophia Loren,1977
Marcello Mastroianni,1977
Geraldine Page,1977
Dennis Hopper,1977
Mickey Rooney,1977
Red Buttons,1977
Shelley Winters,1977
Burt Reynolds,1977
Jill Clayburgh,1977
Lotte Lenya,1977
Madeline Kahn,1977
Cloris Leachman,1977
Barry Levinson,1977
Roy Scheider,1977
William Friedkin,1977
James Coburn,1977
James Mason,1977
Linda Blair,1977
Richard Burton,1977
Louise Fletcher,1977
Max von Sydow,1977
Ned Beatty,1977
John Boorman,1977
Susan Tyrrell,1977
Ron Howard,1977
Sally Field,1977
Jackie Gleason,1977
Michael Mann,1977
Burgess Meredith,1977
Liza Minnelli,1977
Robert De Niro,1977
Martin Scorsese,1977
Lee Remick,1977
Paul Newman,1977
Lindsay Crouse,1977
George Roy Hill,1977
Liv Ullmann,1977
James Whitmore,1977
Ingmar Bergman,1977
Julie Christie,1977
Robert Vaughn,1977
Jackie Earle Haley,1977
Clint Eastwood,1977
Sondra Locke,1977
George Burns,1977
Ralph Bellamy,1977
Chris Sarandon,1977
Martin Balsam,1977
José Ferrer,1977
Ava Gardner,1977
Arthur Kennedy,1977
Sylvia Miles,1977
Tom Berenger,1977
Peter Ustinov,1977
Sally Kellerman,1977
Teresa Wright,1977
Lilia Skala,1977
James Ivory,1977
Anne Bancroft,1977
Shirley MacLaine,1977
Mikhail Baryshnikov,1977
Leslie Browne,1977
Martha Scott,1977
Herbert Ross,1977
Jodie Foster,1977
David Niven,1977
Helen Hayes,1977
Richard Harris,1977
Charlotte Rampling,1977
Tommy Lee Jones,1977
George Segal,1977
Anne Ramsey,1977
Ernest Borgnine,1977
Robert Duvall,1977
John Marley,1977
Paul Winfield,1977
Gena Rowlands,1977
Joan Blondell,1977
John Cassavetes,1977
Harvey Keitel,1977
Albert Finney,1977
Tom Conti,1977
Pete Postlethwaite,1977
Ridley Scott,1977
Marsha Mason,1977
Anthony Hopkins,1977
Robert Wise,1977
Sissy Spacek,1977
Robert Altman,1977
Nick Nolte,1977
Peter Yates,1977
Gig Young,1977
John Hurt,1977
Buck Henry,1977
Carroll Baker,1977
Ann-Margret,1977
Trevor Howard,1977
Leslie Caron,1977
Simone Signoret,1977
Costa-Gavras,1977
Gene Kelly,1977
Jonathan Demme,1977
Sidney Poitier,1977
Margaret Avery,1977
Burt Lancaster,1977
Mel Gibson,1977
James Woods,1977
Seymour Cassel,1977
Penelope Milford,1977
Ken Russell,1977
Peter Firth,1977
Joan Plowright,1977
Sidney Lumet,1977
Frank Finlay,1977
Bruce Dern,1977
Michael V. Gazzo,1977
Stuart Whitman,1977
Geraldine Fitzgerald,1977
Gregory Peck,1977
Dan O'Herlihy,1977
Al Pacino,1977
Sydney Pollack,1977
Gene Hackman,1977
Candice Bergen,1977
Richard Widmark,1977
Stanley Kramer,1977
Rex Harrison,1977
Charlton Heston,1977
George C. Scott,1977
Jack Kruschen,1977
Robert Loggia,1977
Melanie Griffith,1977
Richard Jaeckel,1977
Henry Fonda,1977
John Huston,1977
Jack Palance,1977
Peter Fonda,1977
Alan Arkin,1977
Vincent Gardenia,1977
Kay Medford,1977
Lasse Hallström,1977
Gérard Depardieu,1977
Cliff Robertson,1977
Gene Wilder,1977
Mike Leigh,1977
Fred Astaire,1977
Tuesday Weld,1977
Richard Brooks,1977
Art Carney,1977
Lily Tomlin,1977
Robert Benton,1977
Chill Wills,1977
Ian Bannen,1977
Samantha Eggar,1977
Richard Attenborough,1977
Kathleen Quinlan,1977
Diane Varsi,1977
Sylvia Sidney,1977
James Caan,1977
Geneviève Bujold,1977
Claude Lelouch,1977
Bessie Love,1977
Franklin J. Schaffner,1977
Susan Sarandon,1977
Isabelle Huppert,1977
Anthony Quayle,1977
Alexander Knox,1977
Kirk Douglas,1977
Tony Curtis,1977
Hugh Griffith,1977
Bruce Davison,1977
Elizabeth Taylor,1977
Jan Troell,1977
Brad Dourif,1977
Wolfgang Petersen,1977
Michael J. Pollard,1977
Valerie Perrine,1977
Ray Milland,1977
Dean Jagger,1977
Lew Ayres,1977
Martin Brest,1977
Tom Hulce,1977
John Gielgud,1977
Peggy Ashcroft,1977
Tony Richardson,1977
Robert Mitchum,1977
Anthony Quinn,1977
Broderick Crawford,1977
Celeste Holm,1977
Rip Torn,1977
Dan Dailey,1977
Ronee Blakley,1977
Catherine Deneuve,1977
Christopher Plummer,1977
Piper Laurie,1977
Eileen Brennan,1977
Judy Davis,1977
James Coco,1977
George Kennedy,1977
Richard Todd,1977
John Mills,1977
David Lynch,1977
Glenda Jackson,1977
Melina Mercouri,1977
Sandy Dennis,1977
Juanita Moore,1977
Mercedes McCambridge,1977
Bob Fosse,1977
Randy Quaid,1977
Louise Dresser,1977
Dan Aykroyd,1977
Robin Williams,1977
Orson Welles,1977
Glynis Johns,1977
Robert De Niro,1978
Meryl Streep,1978
Christopher Walken,1978
Michael Cimino,1978
Tom Hulce,1978
Jane Fonda,1978
Jon Voight,1978
Bruce Dern,1978
Penelope Milford,1978
Hal Ashby,1978
Warren Beatty,1978
Julie Christie,1978
James Mason,1978
Dyan Cannon,1978
Buck Henry,1978
Vincent Gardenia,1978
Jack Warden,1978
Randy Quaid,1978
John Hurt,1978
Alan Parker,1978
Jill Clayburgh,1978
Alan Bates,1978
Gregory Peck,1978
Laurence Olivier,1978
Denholm Elliott,1978
Rosemary Harris,1978
Franklin J. Schaffner,1978
Gary Busey,1978
Elliott Gould,1978
Brenda Vaccaro,1978
Sam Waterston,1978
Hal Holbrook,1978
Karen Black,1978
Telly Savalas,1978
Ingrid Bergman,1978
Liv Ullmann,1978
Ingmar Bergman,1978
Geraldine Page,1978
Diane Keaton,1978
Maureen Stapleton,1978
Woody Allen,1978
John Travolta,1978
Stockard Channing,1978
Eve Arden,1978
Joan Blondell,1978
Roy Scheider,1978
Marlon Brando,1978
Gene Hackman,1978
Ned Beatty,1978
Jackie Cooper,1978
Trevor Howard,1978
Valerie Perrine,1978
Terence Stamp,1978
Susannah York,1978
Sam Shepard,1978
Terrence Malick,1978
Burt Reynolds,1978
Sally Field,1978
John Marley,1978
Sylvester Stallone,1978
Rod Steiger,1978
Melinda Dillon,1978
Norman Jewison,1978
Anthony Hopkins,1978
Ann-Margret,1978
Burgess Meredith,1978
Richard Attenborough,1978
Martin Scorsese,1978
Ralph Richardson,1978
Nigel Hawthorne,1978
Goldie Hawn,1978
Dudley Moore,1978
Susan Sarandon,1978
Diana Scarwid,1978
Louis Malle,1978
Michael Keaton,1978
Dan Aykroyd,1978
Bill Murray,1978
Lillian Gish,1978
Robert Altman,1978
Ronee Blakley,1978
Dustin Hoffman,1978
Kathy Bates,1978
Robert Mitchum,1978
Sarah Miles,1978
Candy Clark,1978
James Stewart,1978
John Mills,1978
Richard Todd,1978
George Burns,1978
Joanne Woodward,1978
Clint Eastwood,1978
Sondra Locke,1978
Ruth Gordon,1978
Bette Davis,1978
Ali MacGraw,1978
Burt Young,1978
Ernest Borgnine,1978
Seymour Cassel,1978
Michael Caine,1978
Katharine Ross,1978
Richard Widmark,1978
Olivia de Havilland,1978
Lee Grant,1978
José Ferrer,1978
Henry Fonda,1978
Patty Duke,1978
Geneviève Bujold,1978
Michael Douglas,1978
Rip Torn,1978
Ed Harris,1978
Richard Burton,1978
Richard Harris,1978
Frank Finlay,1978
Peter Falk,1978
Madeline Kahn,1978
Louise Fletcher,1978
Eileen Brennan,1978
Marsha Mason,1978
John Houseman,1978
James Coco,1978
James Cromwell,1978
Lily Tomlin,1978
William Holden,1978
Lew Ayres,1978
Sylvia Sidney,1978
Jack Nicholson,1978
Mary Steenburgen,1978
Debra Winger,1978
Marcello Mastroianni,1978
Charlton Heston,1978
Michael O'Keefe,1978
Faye Dunaway,1978
Tommy Lee Jones,1978
Brad Dourif,1978
Nina Foch,1978
Richard Dreyfuss,1978
John Lithgow,1978
F. Murray Abraham,1978
Tony Curtis,1978
Jackie Earle Haley,1978
Kirk Douglas,1978
John Cassavetes,1978
Amy Irving,1978
Carrie Snodgress,1978
Charles Durning,1978
Sean Connery,1978
Gena Rowlands,1978
William Friedkin,1978
Harvey Keitel,1978
Rex Harrison,1978
Sylvia Miles,1978
Hugh Griffith,1978
Peter Sellers,1978
Robert Loggia,1978
Isabelle Huppert,1978
Federico Fellini,1978
Lee Remick,1978
Marie-Christine Barrault,1978
François Truffaut,1978
Robert Zemeckis,1978
Walter Pidgeon,1978
Robert Duvall,1978
Jane Alexander,1978
Peter Ustinov,1978
George Kennedy,1978
Angela Lansbury,1978
David Niven,1978
Maggie Smith,1978
Mickey Rooney,1978
Peggy Ashcroft,1978
James Ivory,1978
Christopher Plummer,1978
Ryan O'Neal,1978
Isabelle Adjani,1978
Katharine Hepburn,1978
Marlene Dietrich,1978
Anne Archer,1978
Tatum O'Neal,1978
Ann Sothern,1978
Barbet Schroeder,1978
Gérard Depardieu,1978
Geraldine Fitzgerald,1978
Nick Nolte,1978
Tuesday Weld,1978
Dennis Hopper,1978
Sam Elliott,1978
Peter O'Toole,1978
Michael V. Gazzo,1978
Danny Aiello,1978
Alan Alda,1978
Walter Matthau,1978
Herbert Ross,1978
Jim Broadbent,1978
Wendy Hiller,1978
Anthony Quinn,1978
J. Lee Thompson,1978
George Segal,1978
Robert Morley,1978
Diana Ross,1978
Sidney Lumet,1978
Billy Wilder,1978
George C. Scott,1978
Red Buttons,1978
Art Carney,1978
Eric Roberts,1978
Shelley Winters,1978
Judd Hirsch,1978
Sophia Loren,1978
Robert Vaughn,1978
Bruce Davison,1978
Max von Sydow,1978
Leslie Caron,1978
Ian Holm,1978
Woody Harrelson,1978
Catherine Deneuve,1978
Anthony Perkins,1978
Alfre Woodard,1978
Lynn Redgrave,1978
Melina Mercouri,1978
Ellen Burstyn,1978
Jules Dassin,1978
Taylor Hackford,1978
Peter Fonda,1978
Norma Aleandro,1978
Martin Balsam,1978
Lena Olin,1978
Michael Redgrave,1978
Anthony Minghella,1978
Robert Mulligan,1978
Tom Berenger,1978
Giancarlo Giannini,1978
Lina Wertmüller,1978
Katy Jurado,1978
John G. Avildsen,1978
Glenda Jackson,1978
Bruce Beresford,1978
Claude Lelouch,1978
Rock Hudson,1978
Robert Forster,1978
James Woods,1978
Martin Ritt,1978
Cicely Tyson,1978
Paul Winfield,1978
John Huston,1978
Anouk Aimée,1978
James Cameron,1978
Jack Palance,1978
Cara Williams,1978
Steve McQueen,1978
Chris Noonan,1978
Sally Kellerman,1978
Cornel Wilde,1978
Robert Stack,1978
Wolfgang Petersen,1978
Frederic Forrest,1978
Carroll Baker,1978
Fernanda Montenegro,1978
Victor Buono,1978
Richard Jaeckel,1978
Carol Kane,1978
Roy Scheider,1979
Jessica Lange,1979
John Lithgow,1979
Bob Fosse,1979
Woody Allen,1979
Diane Keaton,1979
Mariel Hemingway,1979
Meryl Streep,1979
Dustin Hoffman,1979
Jane Alexander,1979
Justin Henry,1979
Robert Benton,1979
Jackie Earle Haley,1979
Barbara Barrie,1979
Peter Yates,1979
Sally Field,1979
Martin Ritt,1979
Sylvester Stallone,1979
Talia Shire,1979
Burt Young,1979
Burgess Meredith,1979
Mary Steenburgen,1979
Jane Fonda,1979
Jack Lemmon,1979
Michael Douglas,1979
Peter Sellers,1979
Shirley MacLaine,1979
Jack Warden,1979
Melvyn Douglas,1979
Hal Ashby,1979
Al Pacino,1979
Lee Strasberg,1979
Christine Lahti,1979
Norman Jewison,1979
Robert Duvall,1979
Michael O'Keefe,1979
Teri Garr,1979
Mickey Rooney,1979
Burt Reynolds,1979
Jill Clayburgh,1979
Candice Bergen,1979
Charles Durning,1979
Alan J. Pakula,1979
Bette Midler,1979
Alan Bates,1979
Frederic Forrest,1979
Mark Rydell,1979
Helen Mirren,1979
Peter O'Toole,1979
John Gielgud,1979
Mel Gibson,1979
Robert Wise,1979
Maximilian Schell,1979
Anthony Perkins,1979
Robert Forster,1979
Ernest Borgnine,1979
Gene Wilder,1979
Harrison Ford,1979
Christopher Plummer,1979
James Mason,1979
Frank Finlay,1979
Anthony Quayle,1979
Geneviève Bujold,1979
Samantha Eggar,1979
George C. Scott,1979
Matt Dillon,1979
Dudley Moore,1979
Julie Andrews,1979
Peter Falk,1979
Alan Arkin,1979
Arthur Hiller,1979
James Coburn,1979
Elliott Gould,1979
Madeline Kahn,1979
Carol Kane,1979
Cloris Leachman,1979
Telly Savalas,1979
Orson Welles,1979
Melinda Dillon,1979
Albert Brooks,1979
Burt Lancaster,1979
John Mills,1979
Denholm Elliott,1979
Bob Hoskins,1979
Jack Palance,1979
Sean Connery,1979
Natalie Wood,1979
Karl Malden,1979
Martin Landau,1979
Trevor Howard,1979
Henry Fonda,1979
Frank Langella,1979
Laurence Olivier,1979
Kate Nelligan,1979
Dan Aykroyd,1979
Bill Murray,1979
Ned Beatty,1979
Robert Stack,1979
Mickey Rourke,1979
James Caan,1979
Steven Spielberg,1979
Linda Blair,1979
Vanessa Redgrave,1979
Diane Lane,1979
Sally Kellerman,1979
Broderick Crawford,1979
George Roy Hill,1979
Clint Eastwood,1979
Candy Clark,1979
Ron Howard,1979
Robert Redford,1979
Valerie Perrine,1979
Sydney Pollack,1979
Isabelle Adjani,1979
Chief Dan George,1979
Barbra Streisand,1979
Ryan O'Neal,1979
Brad Dourif,1979
John Huston,1979
Rod Steiger,1979
Goldie Hawn,1979
Giancarlo Giannini,1979
Shelley Winters,1979
Ava Gardner,1979
Robert Altman,1979
François Truffaut,1979
Rip Torn,1979
Lilia Skala,1979
Roberto Benigni,1979
Bernardo Bertolucci,1979
David Niven,1979
Gloria Grahame,1979
Hugh Griffith,1979
George Burns,1979
Art Carney,1979
Martin Brest,1979
Margaret Avery,1979
Michael V. Gazzo,1979
Stockard Channing,1979
John Schlesinger,1979
David Lean,1979
Peter Fonda,1979
Piper Laurie,1979
Krzysztof Kieślowski,1979
Lee Remick,1979
James Ivory,1979
Simone Signoret,1979
James Coco,1979
Ruth Gordon,1979
Robert Morley,1979
Eleanor Parker,1979
Jack Kruschen,1979
Seymour Cassel,1979
Christopher Walken,1979
Jonathan Demme,1979
Ron Moody,1979
Beah Richards,1979
Gérard Depardieu,1979
Isabelle Huppert,1979
Alan Alda,1979
George Kennedy,1979
Angela Lansbury,1979
Cornel Wilde,1979
José Ferrer,1979
Olivia de Havilland,1979
Rex Harrison,1979
Kathleen Quinlan,1979
Beatrice Straight,1979
Jeff Bridges,1979
Dorothy Malone,1979
Lee Marvin,1979
Tom Berenger,1979
Sophia Loren,1979
Anthony Franciosa,1979
Vincent Gardenia,1979
Louise Fletcher,1979
Burl Ives,1979
Jon Voight,1979
Faye Dunaway,1979
Joan Blondell,1979
Franco Zeffirelli,1979
Eddie Albert,1979
Gillo Pontecorvo,1979
Richard Burton,1979
Robert Mitchum,1979
Christoph Waltz,1979
Richard Harris,1979
Ray Milland,1979
Michael Caine,1979
Peter Ustinov,1979
Omar Sharif,1979
William Holden,1979
Judy Davis,1979
Dennis Hopper,1979
Carroll Baker,1979
Richard Todd,1979
James Woods,1979
Martin Balsam,1979
Chris Sarandon,1979
Sidney Poitier,1979
Stanley Kramer,1979
Stuart Whitman,1979
Marlon Brando,1979
Laurence Fishburne,1979
Francis Ford Coppola,1979
Francis Coppola,1979
